amount,description,date,currency
1345.87,Electricity bill,2023-07-30,INR
328.58,Movie tickets,2023-03-30,INR
507.57,Gym membership,2023-10-18,INR
1062.03,Coffee at cafe,2023-06-25,INR
1073.63,Rent payment,2023-07-23,INR
2565.7,Swiggy food order,2023-01-25,INR
118.72,Movie tickets,2023-07-20,INR
4471.03,Clothing shopping,2023-12-07,INR
1287.85,Electricity bill,2023-12-30,INR
2854.86,Grocery shopping,2023-11-15,INR
1607.25,Movie tickets,2023-05-16,INR
3228.16,Grocery shopping,2023-03-15,INR
907.67,Clothing shopping,2023-12-30,INR
4723.71,Rent payment,2023-02-01,INR
212.57,Flight booking,2023-08-27,INR
4228.65,Movie tickets,2023-02-07,INR
3905.07,Gym membership,2023-03-12,INR
1989.88,Hotel stay,2023-07-05,INR
1573.03,Amazon purchase,2023-06-14,INR
291.15,Amazon purchase,2023-02-27,INR
1309.31,Gym membership,2023-09-13,INR
3321.98,Flight booking,2023-02-16,INR
2807.06,Hotel stay,2023-01-03,INR
4003.37,Medical bill,2023-07-03,INR
2831.98,Grocery shopping,2023-07-15,INR
1241.47,Hotel stay,2023-09-04,INR
2525.02,Hotel stay,2023-06-08,INR
4344.1,Book purchase,2023-04-25,INR
525.26,Ola cab ride,2023-01-02,INR
700.38,Hotel stay,2023-08-31,INR
2016.24,Coffee at cafe,2023-04-13,INR
1349.33,Hotel stay,2023-03-21,INR
4957.47,Swiggy food order,2023-08-06,INR
3112.24,Hotel stay,2023-11-29,INR
4915.11,Gym membership,2023-07-07,INR
3078.11,Amazon purchase,2023-08-03,INR
751.1,Mobile recharge,2023-08-13,INR
2861.29,Zomato food order,2023-05-18,INR
3155.61,Rent payment,2023-03-01,INR
2813.54,Movie tickets,2023-03-03,INR
1068.05,Ola cab ride,2023-05-21,INR
2062.76,Electricity bill,2023-10-20,INR
1282.94,Swiggy food order,2023-02-24,INR
1866.23,Zomato food order,2023-11-10,INR
1314.74,Rent payment,2023-08-06,INR
4347.43,Medical bill,2023-03-02,INR
783.12,Gym membership,2023-08-21,INR
3764.15,Electricity bill,2023-11-20,INR
3815.09,Ola cab ride,2023-07-19,INR
3309.74,Ola cab ride,2023-03-28,INR
4292.53,Hotel stay,2023-12-27,INR
4691.22,Gym membership,2023-10-24,INR
2819.55,Mobile recharge,2023-12-01,INR
1571.25,Electricity bill,2023-05-13,INR
3108.32,Clothing shopping,2023-02-26,INR
3449.85,Book purchase,2023-04-03,INR
1265.29,Electricity bill,2023-02-08,INR
3559.79,Coffee at cafe,2023-11-01,INR
4872.16,Coffee at cafe,2023-10-02,INR
3709.83,Electricity bill,2023-11-14,INR
4098.57,Movie tickets,2023-11-23,INR
1913.7,Movie tickets,2023-03-30,INR
2374.08,Gym membership,2023-10-14,INR
2935.98,Grocery shopping,2023-05-23,INR
828.98,Swiggy food order,2023-09-08,INR
2998.78,Ola cab ride,2023-04-26,INR
1220.8,Flight booking,2023-09-26,INR
3433.83,Book purchase,2023-01-28,INR
102.35,Movie tickets,2023-10-09,INR
1033.16,Clothing shopping,2023-12-04,INR
779.59,Zomato food order,2023-10-25,INR
2447.51,Mobile recharge,2023-02-20,INR
2695.32,Clothing shopping,2023-03-25,INR
1613.42,Gym membership,2023-04-10,INR
4487.68,Swiggy food order,2023-02-14,INR
3667.81,Ola cab ride,2023-03-03,INR
802.95,Ola cab ride,2023-09-25,INR
1397.31,Mobile recharge,2023-06-03,INR
2133.68,Mobile recharge,2023-02-19,INR
2979.48,Book purchase,2023-03-08,INR
864.64,Flight booking,2023-11-19,INR
4469.56,Grocery shopping,2023-11-10,INR
1403.37,Grocery shopping,2023-10-24,INR
1469.74,Swiggy food order,2023-12-05,INR
4512.87,Gym membership,2023-10-08,INR
1587.79,Swiggy food order,2023-05-30,INR
4446.39,Rent payment,2023-02-09,INR
4146.32,Ola cab ride,2023-08-26,INR
1624.5,Medical bill,2023-10-07,INR
3968.22,Rent payment,2023-08-05,INR
3754.45,Swiggy food order,2023-07-29,INR
3299.39,Rent payment,2023-03-01,INR
1339.44,Amazon purchase,2023-11-01,INR
2617.01,Electricity bill,2023-04-26,INR
684.92,Coffee at cafe,2023-07-17,INR
3788.18,Flight booking,2023-05-20,INR
1317.26,Mobile recharge,2023-07-02,INR
346.24,Zomato food order,2023-09-09,INR
683.05,Clothing shopping,2023-04-24,INR
193.94,Grocery shopping,2023-06-25,INR
105.12,Movie tickets,2023-01-19,INR
4825.44,Swiggy food order,2023-07-14,INR
3389.86,Rent payment,2023-10-23,INR
1481.34,Grocery shopping,2023-05-15,INR
2204.34,Coffee at cafe,2023-07-29,INR
2623.31,Hotel stay,2023-12-21,INR
4961.75,Electricity bill,2023-12-23,INR
1205.41,Flight booking,2023-10-15,INR
1396.28,Movie tickets,2023-06-04,INR
892.49,Clothing shopping,2023-05-06,INR
1472.06,Amazon purchase,2023-05-19,INR
2597.89,Ola cab ride,2023-11-29,INR
146.0,Hotel stay,2023-07-08,INR
256.44,Flight booking,2023-07-03,INR
4016.64,Grocery shopping,2023-01-05,INR
3271.38,Ola cab ride,2023-05-09,INR
4674.54,Zomato food order,2023-03-24,INR
4670.14,Rent payment,2023-03-29,INR
1418.91,Swiggy food order,2023-11-21,INR
4568.31,Movie tickets,2023-02-16,INR
2916.63,Coffee at cafe,2023-07-21,INR
1121.03,Clothing shopping,2023-08-24,INR
3551.2,Hotel stay,2023-12-25,INR
2710.6,Grocery shopping,2023-06-16,INR
2175.49,Grocery shopping,2023-03-17,INR
3057.63,Ola cab ride,2023-12-14,INR
389.99,Electricity bill,2023-06-21,INR
2923.34,Flight booking,2023-07-03,INR
2119.57,Electricity bill,2023-08-01,INR
4199.52,Electricity bill,2023-05-17,INR
3319.29,Grocery shopping,2023-11-09,INR
176.78,Coffee at cafe,2023-08-20,INR
2927.79,Clothing shopping,2023-02-07,INR
1858.52,Book purchase,2023-09-17,INR
1272.98,Clothing shopping,2023-06-27,INR
2987.65,Book purchase,2023-06-22,INR
119.14,Zomato food order,2023-01-04,INR
2082.81,Coffee at cafe,2023-08-31,INR
4893.06,Rent payment,2023-01-08,INR
4483.13,Medical bill,2023-12-15,INR
260.16,Clothing shopping,2023-06-18,INR
1776.65,Ola cab ride,2023-08-01,INR
3341.51,Swiggy food order,2023-01-27,INR
680.68,Book purchase,2023-07-14,INR
2573.56,Medical bill,2023-04-13,INR
1940.2,Ola cab ride,2023-02-22,INR
1313.68,Hotel stay,2023-11-11,INR
4401.75,Amazon purchase,2023-12-20,INR
1293.93,Movie tickets,2023-05-27,INR
911.31,Mobile recharge,2023-07-20,INR
1672.92,Book purchase,2023-05-31,INR
2412.72,Grocery shopping,2023-04-12,INR
709.94,Book purchase,2023-10-25,INR
750.25,Swiggy food order,2023-08-08,INR
4823.94,Medical bill,2023-12-15,INR
1168.69,Coffee at cafe,2023-06-21,INR
1392.0,Coffee at cafe,2023-03-02,INR
4143.15,Movie tickets,2023-10-03,INR
2470.03,Medical bill,2023-09-15,INR
1212.33,Coffee at cafe,2023-11-30,INR
1276.71,Rent payment,2023-12-15,INR
4024.09,Amazon purchase,2023-10-24,INR
229.58,Book purchase,2023-09-06,INR
4556.52,Swiggy food order,2023-02-13,INR
2306.48,Movie tickets,2023-05-02,INR
3757.81,Amazon purchase,2023-06-09,INR
4132.24,Mobile recharge,2023-09-28,INR
3052.55,Electricity bill,2023-11-15,INR
735.14,Ola cab ride,2023-03-18,INR
2224.93,Electricity bill,2023-08-24,INR
1079.11,Coffee at cafe,2023-12-12,INR
1798.1,Rent payment,2023-10-08,INR
1075.78,Gym membership,2023-09-30,INR
4482.19,Amazon purchase,2023-03-06,INR
561.82,Clothing shopping,2023-12-18,INR
2251.07,Hotel stay,2023-05-27,INR
4365.83,Medical bill,2023-09-22,INR
294.63,Hotel stay,2023-07-20,INR
4332.62,Zomato food order,2023-06-03,INR
1625.29,Hotel stay,2023-11-18,INR
426.14,Flight booking,2023-02-01,INR
596.95,Clothing shopping,2023-04-25,INR
1021.9,Grocery shopping,2023-03-27,INR
2890.16,Clothing shopping,2023-01-13,INR
3648.23,Ola cab ride,2023-05-26,INR
3787.59,Electricity bill,2023-05-06,INR
2143.14,Book purchase,2023-11-15,INR
2527.54,Zomato food order,2023-12-06,INR
1549.95,Gym membership,2023-10-12,INR
4762.94,Medical bill,2023-10-20,INR
1657.97,Electricity bill,2023-03-27,INR
4772.27,Grocery shopping,2023-07-31,INR
4493.35,Mobile recharge,2023-03-12,INR
2954.16,Book purchase,2023-07-12,INR
4763.79,Book purchase,2023-01-05,INR
3630.89,Flight booking,2023-08-08,INR
1303.93,Electricity bill,2023-11-07,INR
3421.9,Electricity bill,2023-04-22,INR
3715.16,Zomato food order,2023-08-23,INR
1009.19,Gym membership,2023-08-21,INR
4103.56,Medical bill,2023-11-19,INR
2031.38,Amazon purchase,2023-07-19,INR
4719.7,Clothing shopping,2023-08-07,INR
3052.72,Hotel stay,2023-07-09,INR
2781.93,Movie tickets,2023-02-15,INR
1103.55,Book purchase,2023-02-14,INR
4059.42,Flight booking,2023-03-29,INR
4187.41,Hotel stay,2023-01-16,INR
4524.09,Clothing shopping,2023-10-25,INR
3974.36,Electricity bill,2023-04-14,INR
1424.34,Amazon purchase,2023-11-26,INR
563.28,Gym membership,2023-09-10,INR
3707.44,Mobile recharge,2023-06-16,INR
1514.18,Electricity bill,2023-11-20,INR
1457.59,Mobile recharge,2023-10-30,INR
858.22,Clothing shopping,2023-06-01,INR
2886.7,Movie tickets,2023-08-23,INR
1159.54,Zomato food order,2023-03-30,INR
3975.71,Book purchase,2023-06-11,INR
4279.78,Coffee at cafe,2023-11-01,INR
1959.67,Zomato food order,2023-01-01,INR
1838.96,Coffee at cafe,2023-11-15,INR
2840.54,Book purchase,2023-02-25,INR
1878.38,Book purchase,2023-12-19,INR
4071.49,Movie tickets,2023-06-12,INR
3600.98,Rent payment,2023-05-29,INR
2981.75,Clothing shopping,2023-10-19,INR
493.6,Coffee at cafe,2023-03-09,INR
1882.78,Flight booking,2023-08-29,INR
1178.24,Amazon purchase,2023-11-14,INR
2534.5,Coffee at cafe,2023-08-24,INR
287.78,Ola cab ride,2023-01-18,INR
2299.75,Electricity bill,2023-08-15,INR
4438.86,Amazon purchase,2023-03-14,INR
3025.52,Amazon purchase,2023-12-01,INR
201.82,Medical bill,2023-03-07,INR
1579.37,Hotel stay,2023-05-10,INR
319.44,Mobile recharge,2023-11-04,INR
549.28,Grocery shopping,2023-11-21,INR
839.95,Movie tickets,2023-01-28,INR
1364.95,Grocery shopping,2023-03-07,INR
468.93,Movie tickets,2023-03-27,INR
614.42,Flight booking,2023-09-15,INR
3206.57,Coffee at cafe,2023-08-20,INR
4141.33,Gym membership,2023-09-05,INR
3455.02,Electricity bill,2023-04-10,INR
112.86,Movie tickets,2023-11-08,INR
718.7,Medical bill,2023-01-11,INR
3596.47,Coffee at cafe,2023-09-15,INR
3440.36,Gym membership,2023-02-23,INR
3795.81,Coffee at cafe,2023-01-02,INR
3019.36,Movie tickets,2023-08-18,INR
3029.23,Grocery shopping,2023-02-21,INR
2261.69,Hotel stay,2023-12-27,INR
760.55,Clothing shopping,2023-05-18,INR
2441.4,Grocery shopping,2023-06-07,INR
4869.12,Book purchase,2023-10-10,INR
2567.12,Electricity bill,2023-03-01,INR
3495.28,Electricity bill,2023-07-10,INR
3289.28,Movie tickets,2023-05-24,INR
4327.96,Coffee at cafe,2023-12-25,INR
4403.43,Medical bill,2023-11-04,INR
2249.66,Hotel stay,2023-02-06,INR
1999.57,Medical bill,2023-04-13,INR
3893.12,Amazon purchase,2023-11-19,INR
702.76,Ola cab ride,2023-09-01,INR
1445.37,Movie tickets,2023-02-18,INR
4518.82,Book purchase,2023-09-01,INR
1289.85,Movie tickets,2023-04-04,INR
2437.1,Coffee at cafe,2023-09-08,INR
907.99,Electricity bill,2023-06-14,INR
626.28,Clothing shopping,2023-05-13,INR
1488.48,Swiggy food order,2023-12-06,INR
2532.53,Electricity bill,2023-05-14,INR
1350.21,Gym membership,2023-01-08,INR
4985.22,Ola cab ride,2023-09-14,INR
1494.34,Zomato food order,2023-08-05,INR
4616.46,Hotel stay,2023-11-06,INR
2007.19,Medical bill,2023-11-28,INR
2751.98,Ola cab ride,2023-12-23,INR
3627.78,Gym membership,2023-09-20,INR
3027.43,Book purchase,2023-03-10,INR
727.12,Zomato food order,2023-01-21,INR
4254.41,Clothing shopping,2023-03-25,INR
3462.68,Gym membership,2023-03-07,INR
4282.96,Medical bill,2023-04-04,INR
3336.38,Ola cab ride,2023-07-04,INR
4547.4,Swiggy food order,2023-04-25,INR
3744.06,Hotel stay,2023-05-27,INR
3621.48,Ola cab ride,2023-07-19,INR
115.62,Ola cab ride,2023-08-01,INR
1295.65,Ola cab ride,2023-11-30,INR
2767.04,Ola cab ride,2023-04-27,INR
4050.09,Hotel stay,2023-01-28,INR
2301.2,Book purchase,2023-06-19,INR
2853.25,Rent payment,2023-09-04,INR
4322.31,Zomato food order,2023-01-04,INR
2385.68,Flight booking,2023-09-21,INR
452.28,Hotel stay,2023-09-03,INR
444.53,Book purchase,2023-07-07,INR
246.06,Zomato food order,2023-11-20,INR
3650.87,Rent payment,2023-11-27,INR
2386.54,Coffee at cafe,2023-11-10,INR
3255.32,Electricity bill,2023-01-26,INR
3517.71,Electricity bill,2023-06-24,INR
805.39,Zomato food order,2023-02-13,INR
1137.18,Flight booking,2023-06-04,INR
4397.03,Gym membership,2023-10-17,INR
1164.48,Zomato food order,2023-02-05,INR
3185.73,Movie tickets,2023-02-04,INR
4567.55,Amazon purchase,2023-08-31,INR
3945.14,Swiggy food order,2023-08-07,INR
4497.72,Hotel stay,2023-05-24,INR
3859.1,Movie tickets,2023-08-12,INR
3268.74,Flight booking,2023-05-07,INR
2852.97,Flight booking,2023-04-20,INR
2426.08,Ola cab ride,2023-12-14,INR
903.67,Mobile recharge,2023-10-03,INR
2811.16,Clothing shopping,2023-10-14,INR
4889.75,Electricity bill,2023-10-08,INR
1351.82,Flight booking,2023-03-09,INR
3486.83,Amazon purchase,2023-03-17,INR
4044.1,Ola cab ride,2023-12-17,INR
4960.94,Mobile recharge,2023-08-27,INR
2979.76,Swiggy food order,2023-09-14,INR
1320.57,Gym membership,2023-03-11,INR
2757.04,Ola cab ride,2023-06-23,INR
2466.65,Swiggy food order,2023-09-21,INR
1927.93,Rent payment,2023-09-30,INR
3808.66,Flight booking,2023-09-11,INR
294.56,Gym membership,2023-04-24,INR
3713.97,Movie tickets,2023-05-23,INR
2368.01,Hotel stay,2023-06-20,INR
4982.47,Book purchase,2023-06-29,INR
394.98,Book purchase,2023-07-07,INR
3689.14,Rent payment,2023-03-06,INR
4677.71,Rent payment,2023-12-01,INR
3188.18,Gym membership,2023-12-17,INR
3197.91,Amazon purchase,2023-05-20,INR
4079.97,Rent payment,2023-03-31,INR
258.7,Book purchase,2023-02-07,INR
2173.05,Grocery shopping,2023-05-27,INR
785.61,Gym membership,2023-05-07,INR
379.78,Swiggy food order,2023-10-21,INR
1081.93,Ola cab ride,2023-02-10,INR
1295.11,Mobile recharge,2023-04-04,INR
3806.63,Zomato food order,2023-01-12,INR
2408.73,Coffee at cafe,2023-09-03,INR
1982.61,Amazon purchase,2023-11-10,INR
4909.51,Electricity bill,2023-04-24,INR
475.86,Mobile recharge,2023-08-02,INR
1583.51,Hotel stay,2023-07-01,INR
1662.84,Mobile recharge,2023-02-01,INR
3524.54,Book purchase,2023-04-29,INR
4530.03,Medical bill,2023-07-10,INR
178.14,Movie tickets,2023-06-15,INR
4755.02,Movie tickets,2023-04-24,INR
2297.1,Movie tickets,2023-10-29,INR
483.04,Movie tickets,2023-11-08,INR
355.23,Medical bill,2023-09-26,INR
4639.02,Swiggy food order,2023-07-04,INR
4585.89,Amazon purchase,2023-02-25,INR
3359.76,Clothing shopping,2023-01-07,INR
4229.61,Zomato food order,2023-12-04,INR
3516.92,Book purchase,2023-01-23,INR
4831.0,Medical bill,2023-03-17,INR
2691.86,Ola cab ride,2023-06-01,INR
