amount,description,date,currency
1282.67,Movie tickets,2023-09-12,INR
1666.16,Ola cab ride,2023-03-15,INR
2845.65,Book purchase,2023-06-12,INR
1730.46,Grocery shopping,2023-05-05,INR
3478.6,Gym membership,2023-07-13,INR
3735.09,Swiggy food order,2023-08-06,INR
4025.53,Grocery shopping,2023-02-12,INR
2468.12,Movie tickets,2023-08-25,INR
3254.02,Medical bill,2023-06-30,INR
4793.13,Electricity bill,2023-10-21,INR
1405.31,Hotel stay,2023-12-04,INR
2105.01,Amazon purchase,2023-09-20,INR
4954.44,Ola cab ride,2023-06-25,INR
1111.82,Zomato food order,2023-10-30,INR
2039.43,Movie tickets,2023-04-23,INR
175.13,Rent payment,2023-06-13,INR
3320.73,Rent payment,2023-02-15,INR
3506.99,Book purchase,2023-04-01,INR
1216.83,Grocery shopping,2023-03-16,INR
3733.1,Mobile recharge,2023-07-08,INR
3038.42,Movie tickets,2023-07-14,INR
3928.48,Book purchase,2023-12-09,INR
833.49,Coffee at cafe,2023-01-18,INR
267.31,Coffee at cafe,2023-03-30,INR
2137.48,Rent payment,2023-04-26,INR
1706.89,Mobile recharge,2023-08-11,INR
3057.35,Electricity bill,2023-10-01,INR
516.21,Grocery shopping,2023-02-02,INR
733.34,Grocery shopping,2023-11-17,INR
4227.01,Swiggy food order,2023-02-12,INR
3303.15,Movie tickets,2023-04-04,INR
3432.12,Clothing shopping,2023-04-12,INR
4141.04,Clothing shopping,2023-09-20,INR
4687.46,Movie tickets,2023-08-20,INR
2221.7,Flight booking,2023-09-12,INR
2218.24,Grocery shopping,2023-01-15,INR
4685.05,Rent payment,2023-04-24,INR
4490.75,Hotel stay,2023-08-18,INR
1212.37,Hotel stay,2023-08-01,INR
2352.33,Medical bill,2023-06-07,INR
606.7,Rent payment,2023-10-24,INR
2969.07,Amazon purchase,2023-07-18,INR
1061.93,Coffee at cafe,2023-05-04,INR
897.83,Electricity bill,2023-04-17,INR
1386.16,Amazon purchase,2023-03-04,INR
1559.35,Ola cab ride,2023-04-01,INR
830.11,Zomato food order,2023-08-24,INR
4732.86,Zomato food order,2023-09-10,INR
460.58,Clothing shopping,2023-03-26,INR
2003.81,Medical bill,2023-05-26,INR
2769.55,Coffee at cafe,2023-11-28,INR
272.77,Book purchase,2023-01-10,INR
4058.56,Zomato food order,2023-01-21,INR
1949.57,Clothing shopping,2023-02-13,INR
2219.94,Zomato food order,2023-06-05,INR
4932.89,Flight booking,2023-01-02,INR
3118.3,Amazon purchase,2023-09-06,INR
2143.06,Flight booking,2023-02-13,INR
4124.77,Medical bill,2023-12-21,INR
448.39,Ola cab ride,2023-10-01,INR
1757.46,Medical bill,2023-03-31,INR
3098.21,Book purchase,2023-10-16,INR
1714.24,Amazon purchase,2023-04-19,INR
1222.78,Ola cab ride,2023-06-14,INR
1700.11,Rent payment,2023-03-04,INR
3711.56,Coffee at cafe,2023-06-06,INR
2918.1,Amazon purchase,2023-06-07,INR
1981.28,Flight booking,2023-07-28,INR
895.36,Flight booking,2023-05-13,INR
4479.99,Electricity bill,2023-05-04,INR
1583.97,Rent payment,2023-05-20,INR
4801.26,Ola cab ride,2023-09-17,INR
1145.43,Mobile recharge,2023-02-28,INR
4314.84,Swiggy food order,2023-03-10,INR
4368.12,Coffee at cafe,2023-02-24,INR
1401.92,Ola cab ride,2023-12-18,INR
649.24,Electricity bill,2023-02-17,INR
358.55,Movie tickets,2023-09-01,INR
1303.52,Zomato food order,2023-04-20,INR
3798.65,Mobile recharge,2023-03-15,INR
2778.91,Grocery shopping,2023-07-30,INR
2310.08,Clothing shopping,2023-09-13,INR
355.21,Swiggy food order,2023-06-26,INR
1822.97,Zomato food order,2023-07-28,INR
1364.72,Medical bill,2023-08-06,INR
3437.48,Gym membership,2023-09-01,INR
3297.66,Gym membership,2023-07-05,INR
1808.88,Amazon purchase,2023-05-30,INR
3842.73,Movie tickets,2023-10-28,INR
2884.29,Movie tickets,2023-09-14,INR
3984.44,Coffee at cafe,2023-07-22,INR
2192.71,Book purchase,2023-11-17,INR
2697.71,Grocery shopping,2023-03-25,INR
2212.76,Clothing shopping,2023-04-22,INR
413.56,Zomato food order,2023-01-03,INR
3591.04,Book purchase,2023-07-07,INR
1570.4,Ola cab ride,2023-05-22,INR
1072.56,Zomato food order,2023-10-02,INR
195.06,Grocery shopping,2023-07-22,INR
4964.44,Medical bill,2023-12-11,INR
3556.64,Electricity bill,2023-11-28,INR
108.0,Electricity bill,2023-08-07,INR
4803.09,Ola cab ride,2023-01-10,INR
2866.71,Ola cab ride,2023-06-28,INR
1228.83,Gym membership,2023-03-05,INR
1509.92,Hotel stay,2023-04-28,INR
333.5,Movie tickets,2023-07-04,INR
3050.68,Swiggy food order,2023-09-07,INR
657.71,Movie tickets,2023-04-08,INR
3942.83,Movie tickets,2023-10-08,INR
3279.34,Gym membership,2023-01-16,INR
1187.91,Electricity bill,2023-03-12,INR
363.35,Electricity bill,2023-08-16,INR
4548.13,Hotel stay,2023-05-17,INR
4965.2,Medical bill,2023-12-04,INR
2493.08,Swiggy food order,2023-09-08,INR
962.58,Hotel stay,2023-07-23,INR
1276.53,Electricity bill,2023-01-08,INR
478.72,Grocery shopping,2023-02-17,INR
3989.51,Clothing shopping,2023-07-21,INR
1795.67,Hotel stay,2023-03-30,INR
657.65,Coffee at cafe,2023-09-10,INR
761.34,Gym membership,2023-09-19,INR
392.91,Book purchase,2023-03-23,INR
163.2,Mobile recharge,2023-10-26,INR
2597.23,Ola cab ride,2023-02-08,INR
1371.06,Electricity bill,2023-08-04,INR
4524.77,Flight booking,2023-07-06,INR
2422.5,Electricity bill,2023-10-31,INR
3050.95,Mobile recharge,2023-03-03,INR
3070.92,Rent payment,2023-10-22,INR
4429.39,Coffee at cafe,2023-12-29,INR
4467.44,Book purchase,2023-09-01,INR
558.87,Coffee at cafe,2023-03-28,INR
2283.79,Coffee at cafe,2023-05-29,INR
2854.09,Electricity bill,2023-10-24,INR
3465.32,Grocery shopping,2023-07-18,INR
938.97,Rent payment,2023-11-09,INR
677.72,Swiggy food order,2023-02-23,INR
2626.82,Zomato food order,2023-11-07,INR
3636.57,Medical bill,2023-04-22,INR
545.75,Movie tickets,2023-02-16,INR
1815.02,Clothing shopping,2023-02-28,INR
3103.89,Amazon purchase,2023-09-08,INR
4797.61,Mobile recharge,2023-10-13,INR
4962.59,Clothing shopping,2023-10-09,INR
354.54,Flight booking,2023-10-14,INR
3785.06,Coffee at cafe,2023-11-19,INR
2094.57,Zomato food order,2023-02-04,INR
2349.0,Zomato food order,2023-09-13,INR
1846.65,Zomato food order,2023-12-21,INR
2239.09,Gym membership,2023-11-02,INR
1212.33,Electricity bill,2023-04-28,INR
1202.62,Medical bill,2023-05-09,INR
4557.77,Flight booking,2023-02-20,INR
2432.42,Hotel stay,2023-08-02,INR
577.65,Gym membership,2023-02-27,INR
4308.04,Hotel stay,2023-09-07,INR
1539.09,Hotel stay,2023-03-31,INR
2747.96,Zomato food order,2023-09-28,INR
4362.45,Hotel stay,2023-05-05,INR
1065.69,Mobile recharge,2023-02-23,INR
1248.7,Amazon purchase,2023-07-25,INR
4319.92,Mobile recharge,2023-05-02,INR
3367.54,Clothing shopping,2023-05-14,INR
387.95,Zomato food order,2023-06-26,INR
4244.85,Clothing shopping,2023-03-25,INR
1727.52,Coffee at cafe,2023-10-15,INR
4221.58,Hotel stay,2023-08-21,INR
1318.55,Hotel stay,2023-08-28,INR
4715.31,Flight booking,2023-09-24,INR
2247.12,Grocery shopping,2023-03-07,INR
1766.46,Amazon purchase,2023-01-13,INR
161.57,Mobile recharge,2023-05-09,INR
3673.03,Mobile recharge,2023-01-08,INR
2772.11,Hotel stay,2023-07-20,INR
3336.08,Zomato food order,2023-06-16,INR
3614.8,Zomato food order,2023-08-01,INR
880.79,Ola cab ride,2023-11-02,INR
1317.57,Zomato food order,2023-10-06,INR
863.87,Medical bill,2023-04-13,INR
2807.42,Clothing shopping,2023-02-03,INR
1163.6,Hotel stay,2023-06-28,INR
2949.11,Book purchase,2023-03-23,INR
2204.59,Ola cab ride,2023-09-25,INR
4403.1,Flight booking,2023-06-27,INR
3756.74,Swiggy food order,2023-01-19,INR
1297.87,Electricity bill,2023-07-12,INR
388.07,Amazon purchase,2023-12-06,INR
1045.78,Movie tickets,2023-08-23,INR
1140.14,Ola cab ride,2023-06-05,INR
1286.22,Coffee at cafe,2023-10-25,INR
336.94,Ola cab ride,2023-04-13,INR
2362.3,Clothing shopping,2023-02-19,INR
1873.2,Rent payment,2023-05-29,INR
1108.62,Mobile recharge,2023-07-15,INR
429.01,Hotel stay,2023-02-14,INR
1747.02,Book purchase,2023-10-14,INR
1055.32,Ola cab ride,2023-05-10,INR
4789.76,Rent payment,2023-12-15,INR
4565.11,Coffee at cafe,2023-05-13,INR
1453.85,Rent payment,2023-02-22,INR
2504.14,Rent payment,2023-08-05,INR
3016.52,Rent payment,2023-10-07,INR
4154.52,Zomato food order,2023-04-12,INR
2250.98,Electricity bill,2023-08-01,INR
2022.9,Electricity bill,2023-11-05,INR
3251.25,Hotel stay,2023-12-22,INR
3648.46,Flight booking,2023-04-10,INR
900.4,Book purchase,2023-04-28,INR
3606.85,Medical bill,2023-07-22,INR
3820.01,Movie tickets,2023-11-23,INR
467.36,Grocery shopping,2023-03-05,INR
1751.57,Movie tickets,2023-12-01,INR
2908.5,Book purchase,2023-05-19,INR
1710.9,Movie tickets,2023-10-22,INR
2078.8,Flight booking,2023-05-07,INR
2282.14,Hotel stay,2023-01-27,INR
4120.31,Flight booking,2023-10-21,INR
4401.81,Rent payment,2023-02-18,INR
1652.03,Book purchase,2023-12-14,INR
167.21,Coffee at cafe,2023-01-14,INR
4353.26,Flight booking,2023-06-25,INR
1413.54,Clothing shopping,2023-07-07,INR
846.06,Book purchase,2023-01-08,INR
3880.22,Zomato food order,2023-02-22,INR
2699.81,Hotel stay,2023-03-31,INR
3045.84,Mobile recharge,2023-01-01,INR
3786.0,Coffee at cafe,2023-12-02,INR
3160.83,Zomato food order,2023-10-26,INR
2224.27,Rent payment,2023-02-16,INR
2290.18,Hotel stay,2023-05-12,INR
132.45,Coffee at cafe,2023-07-25,INR
3195.33,Book purchase,2023-05-31,INR
2998.51,Mobile recharge,2023-10-02,INR
4158.26,Movie tickets,2023-08-08,INR
1539.87,Mobile recharge,2023-10-17,INR
1025.09,Electricity bill,2023-03-10,INR
1682.71,Rent payment,2023-01-07,INR
951.98,Gym membership,2023-12-01,INR
352.54,Flight booking,2023-04-15,INR
1055.93,Rent payment,2023-08-07,INR
1503.87,Amazon purchase,2023-11-21,INR
856.36,Gym membership,2023-10-27,INR
3235.43,Gym membership,2023-04-01,INR
1756.1,Electricity bill,2023-05-20,INR
3202.55,Rent payment,2023-03-09,INR
3852.77,Clothing shopping,2023-08-01,INR
1664.42,Clothing shopping,2023-03-20,INR
3825.47,Swiggy food order,2023-12-02,INR
470.4,Amazon purchase,2023-06-06,INR
1562.99,Mobile recharge,2023-07-14,INR
1157.76,Clothing shopping,2023-10-30,INR
154.62,Coffee at cafe,2023-05-23,INR
1969.04,Zomato food order,2023-09-07,INR
4921.76,Medical bill,2023-05-15,INR
3116.51,Electricity bill,2023-03-04,INR
3211.78,Book purchase,2023-05-19,INR
3694.68,Clothing shopping,2023-07-08,INR
100.83,Flight booking,2023-04-03,INR
225.28,Hotel stay,2023-06-23,INR
2686.48,Medical bill,2023-12-09,INR
1687.62,Amazon purchase,2023-09-20,INR
2264.38,Hotel stay,2023-12-11,INR
1263.12,Zomato food order,2023-11-06,INR
2229.96,Gym membership,2023-11-04,INR
3676.32,Clothing shopping,2023-09-02,INR
265.11,Rent payment,2023-11-19,INR
2843.36,Swiggy food order,2023-12-07,INR
3591.53,Movie tickets,2023-02-20,INR
418.98,Amazon purchase,2023-06-17,INR
1468.09,Ola cab ride,2023-09-23,INR
4836.92,Swiggy food order,2023-02-14,INR
3746.99,Rent payment,2023-04-01,INR
1036.23,Amazon purchase,2023-08-23,INR
4638.99,Ola cab ride,2023-04-03,INR
3151.6,Swiggy food order,2023-04-02,INR
4465.18,Electricity bill,2023-02-18,INR
1539.06,Hotel stay,2023-08-09,INR
4614.21,Movie tickets,2023-08-21,INR
100.05,Grocery shopping,2023-03-13,INR
4686.69,Ola cab ride,2023-05-20,INR
1187.73,Electricity bill,2023-07-14,INR
3643.07,Grocery shopping,2023-09-11,INR
2967.56,Ola cab ride,2023-08-18,INR
3958.9,Rent payment,2023-08-16,INR
3147.64,Hotel stay,2023-02-19,INR
2859.16,Amazon purchase,2023-02-26,INR
3517.47,Ola cab ride,2023-03-07,INR
4776.41,Swiggy food order,2023-10-28,INR
762.85,Gym membership,2023-10-04,INR
4575.69,Movie tickets,2023-12-07,INR
448.02,Flight booking,2023-06-22,INR
2620.84,Flight booking,2023-04-30,INR
1525.9,Rent payment,2023-08-04,INR
4894.14,Zomato food order,2023-01-15,INR
1702.76,Flight booking,2023-03-12,INR
4572.08,Electricity bill,2023-08-29,INR
2636.3,Amazon purchase,2023-08-08,INR
4692.75,Coffee at cafe,2023-06-24,INR
670.73,Grocery shopping,2023-12-22,INR
1110.56,Flight booking,2023-12-23,INR
4899.29,Medical bill,2023-10-13,INR
509.98,Book purchase,2023-11-30,INR
1895.74,Hotel stay,2023-01-27,INR
586.39,Amazon purchase,2023-05-09,INR
3816.72,Coffee at cafe,2023-07-18,INR
2832.89,Flight booking,2023-02-19,INR
3842.93,Gym membership,2023-07-17,INR
1395.05,Book purchase,2023-03-18,INR
3762.68,Amazon purchase,2023-10-26,INR
4155.32,Zomato food order,2023-01-27,INR
2373.26,Ola cab ride,2023-07-30,INR
1900.59,Rent payment,2023-07-29,INR
106.18,Hotel stay,2023-12-02,INR
2427.84,Zomato food order,2023-07-02,INR
4774.05,Clothing shopping,2023-03-13,INR
3507.03,Zomato food order,2023-05-22,INR
1413.19,Mobile recharge,2023-03-26,INR
3432.98,Medical bill,2023-11-20,INR
2620.01,Gym membership,2023-11-22,INR
515.78,Flight booking,2023-05-05,INR
4881.46,Movie tickets,2023-07-16,INR
702.98,Mobile recharge,2023-07-16,INR
2945.87,Movie tickets,2023-09-30,INR
3426.77,Grocery shopping,2023-04-26,INR
153.19,Movie tickets,2023-04-28,INR
535.05,Zomato food order,2023-08-07,INR
4909.57,Zomato food order,2023-11-20,INR
2727.44,Coffee at cafe,2023-11-15,INR
4693.2,Gym membership,2023-07-29,INR
3946.6,Coffee at cafe,2023-04-15,INR
1091.92,Clothing shopping,2023-11-07,INR
3016.09,Hotel stay,2023-08-05,INR
4882.74,Electricity bill,2023-12-16,INR
4777.76,Ola cab ride,2023-07-29,INR
593.24,Swiggy food order,2023-08-17,INR
4268.27,Ola cab ride,2023-02-11,INR
4938.2,Zomato food order,2023-12-12,INR
4765.69,Zomato food order,2023-01-25,INR
3641.17,Zomato food order,2023-02-25,INR
3247.62,Coffee at cafe,2023-01-09,INR
2093.1,Gym membership,2023-12-08,INR
4766.62,Rent payment,2023-07-23,INR
3644.99,Book purchase,2023-05-10,INR
3739.82,Zomato food order,2023-08-27,INR
101.51,Amazon purchase,2023-06-21,INR
4343.86,Mobile recharge,2023-03-22,INR
2135.45,Swiggy food order,2023-08-22,INR
1764.23,Zomato food order,2023-03-10,INR
3090.28,Clothing shopping,2023-05-07,INR
2424.2,Grocery shopping,2023-01-27,INR
426.69,Flight booking,2023-02-28,INR
3489.42,Ola cab ride,2023-08-22,INR
3730.07,Hotel stay,2023-03-31,INR
1789.44,Book purchase,2023-03-28,INR
4077.11,Ola cab ride,2023-07-26,INR
340.83,Swiggy food order,2023-08-08,INR
1207.38,Rent payment,2023-01-07,INR
3294.17,Movie tickets,2023-07-25,INR
2831.43,Grocery shopping,2023-06-02,INR
681.96,Electricity bill,2023-01-27,INR
2576.11,Mobile recharge,2023-07-22,INR
2645.08,Gym membership,2023-07-11,INR
3217.88,Gym membership,2023-11-06,INR
