amount,description,date,currency
3196.0,Medical bill,2023-07-11,INR
4110.66,Coffee at cafe,2023-03-18,INR
255.74,Grocery shopping,2023-05-26,INR
4410.56,Zomato food order,2023-08-31,INR
1912.29,Flight booking,2023-07-30,INR
2437.85,Ola cab ride,2023-07-02,INR
3325.68,Flight booking,2023-01-01,INR
776.13,Swiggy food order,2023-05-08,INR
3213.54,Gym membership,2023-11-10,INR
2036.38,Zomato food order,2023-04-14,INR
1529.96,Hotel stay,2023-06-09,INR
3702.11,Flight booking,2023-07-08,INR
876.6,Coffee at cafe,2023-11-12,INR
1632.2,Gym membership,2023-09-11,INR
2268.73,Electricity bill,2023-12-29,INR
4148.97,Mobile recharge,2023-08-10,INR
4352.8,Zomato food order,2023-12-03,INR
1770.14,Rent payment,2023-07-22,INR
1911.79,Gym membership,2023-08-22,INR
4316.15,Hotel stay,2023-03-05,INR
2617.62,Book purchase,2023-06-20,INR
3741.38,Rent payment,2023-05-16,INR
3926.26,Electricity bill,2023-10-22,INR
2298.83,Medical bill,2023-06-16,INR
4242.66,Clothing shopping,2023-03-01,INR
3962.91,Medical bill,2023-04-16,INR
4209.82,Clothing shopping,2023-07-18,INR
4022.04,Coffee at cafe,2023-01-08,INR
2196.76,Clothing shopping,2023-12-16,INR
3861.42,Hotel stay,2023-02-04,INR
1608.55,Movie tickets,2023-05-12,INR
295.25,Mobile recharge,2023-07-28,INR
644.12,Amazon purchase,2023-08-04,INR
4332.11,Hotel stay,2023-10-23,INR
4259.76,Hotel stay,2023-07-09,INR
1065.68,Gym membership,2023-06-03,INR
1125.12,Book purchase,2023-10-18,INR
2059.1,Medical bill,2023-07-24,INR
2883.33,Hotel stay,2023-01-19,INR
182.53,Grocery shopping,2023-08-15,INR
819.52,Flight booking,2023-10-27,INR
320.58,Amazon purchase,2023-10-03,INR
2961.29,Zomato food order,2023-09-12,INR
2321.03,Mobile recharge,2023-01-23,INR
2908.41,Electricity bill,2023-09-11,INR
1291.83,Mobile recharge,2023-03-31,INR
1949.99,Mobile recharge,2023-08-19,INR
3759.2,Gym membership,2023-02-18,INR
4848.72,Clothing shopping,2023-12-21,INR
488.47,Movie tickets,2023-03-29,INR
1585.43,Medical bill,2023-11-22,INR
2702.8,Coffee at cafe,2023-05-26,INR
4337.72,Movie tickets,2023-01-08,INR
2086.48,Gym membership,2023-11-17,INR
1266.65,Flight booking,2023-08-27,INR
3374.25,Mobile recharge,2023-07-24,INR
1168.47,Coffee at cafe,2023-07-23,INR
1197.36,Mobile recharge,2023-07-25,INR
380.44,Mobile recharge,2023-03-22,INR
2970.2,Flight booking,2023-09-04,INR
857.47,Mobile recharge,2023-07-09,INR
1601.7,Medical bill,2023-05-08,INR
3853.09,Flight booking,2023-05-22,INR
407.31,Gym membership,2023-03-22,INR
3697.04,Book purchase,2023-06-30,INR
3253.19,Coffee at cafe,2023-01-29,INR
2843.52,Ola cab ride,2023-05-18,INR
131.67,Hotel stay,2023-11-30,INR
3459.22,Electricity bill,2023-10-22,INR
2095.89,Rent payment,2023-12-10,INR
1465.61,Rent payment,2023-05-05,INR
3794.64,Movie tickets,2023-04-29,INR
4882.73,Hotel stay,2023-11-19,INR
2855.94,Grocery shopping,2023-04-08,INR
3470.34,Grocery shopping,2023-12-30,INR
815.05,Swiggy food order,2023-05-12,INR
4553.98,Electricity bill,2023-12-15,INR
3600.84,Electricity bill,2023-05-13,INR
3052.61,Rent payment,2023-08-31,INR
2178.61,Grocery shopping,2023-08-12,INR
965.4,Flight booking,2023-01-29,INR
1036.88,Gym membership,2023-06-18,INR
181.53,Coffee at cafe,2023-08-15,INR
527.58,Ola cab ride,2023-03-07,INR
3820.59,Zomato food order,2023-12-15,INR
3087.02,Gym membership,2023-12-23,INR
4507.47,Hotel stay,2023-07-26,INR
3683.64,Ola cab ride,2023-09-08,INR
4603.29,Ola cab ride,2023-02-19,INR
4430.82,Medical bill,2023-02-02,INR
2493.2,Clothing shopping,2023-05-15,INR
3630.44,Flight booking,2023-08-07,INR
4252.88,Amazon purchase,2023-01-18,INR
2458.1,Grocery shopping,2023-09-12,INR
109.47,Grocery shopping,2023-01-07,INR
3347.22,Gym membership,2023-07-04,INR
1868.62,Grocery shopping,2023-07-14,INR
2507.62,Electricity bill,2023-07-10,INR
3241.97,Rent payment,2023-08-06,INR
2279.17,Flight booking,2023-03-23,INR
442.8,Ola cab ride,2023-06-10,INR
1278.62,Clothing shopping,2023-04-25,INR
3589.92,Book purchase,2023-03-17,INR
1299.38,Grocery shopping,2023-09-26,INR
2018.46,Flight booking,2023-11-07,INR
4636.05,Coffee at cafe,2023-07-25,INR
4982.54,Rent payment,2023-06-21,INR
3544.34,Electricity bill,2023-02-01,INR
4226.72,Electricity bill,2023-03-30,INR
2319.23,Flight booking,2023-11-28,INR
2847.46,Swiggy food order,2023-08-24,INR
2213.81,Mobile recharge,2023-08-01,INR
2610.81,Coffee at cafe,2023-10-04,INR
229.29,Zomato food order,2023-11-25,INR
1960.86,Grocery shopping,2023-06-19,INR
4081.54,Electricity bill,2023-05-27,INR
3008.74,Electricity bill,2023-03-15,INR
3826.69,Ola cab ride,2023-09-02,INR
4314.78,Mobile recharge,2023-07-07,INR
1611.0,Electricity bill,2023-11-15,INR
611.16,Grocery shopping,2023-01-29,INR
4411.35,Book purchase,2023-08-17,INR
2469.05,Coffee at cafe,2023-10-13,INR
2980.67,Zomato food order,2023-06-06,INR
1388.72,Gym membership,2023-09-18,INR
3245.9,Grocery shopping,2023-09-22,INR
517.93,Ola cab ride,2023-11-24,INR
2820.03,Movie tickets,2023-04-03,INR
3287.31,Movie tickets,2023-10-31,INR
3954.92,Coffee at cafe,2023-04-05,INR
1028.25,Rent payment,2023-07-13,INR
3853.97,Clothing shopping,2023-07-02,INR
1768.47,Flight booking,2023-02-22,INR
2336.14,Gym membership,2023-04-04,INR
1684.92,Medical bill,2023-10-22,INR
1388.97,Book purchase,2023-10-18,INR
3601.62,Medical bill,2023-12-12,INR
242.16,Medical bill,2023-12-10,INR
104.11,Movie tickets,2023-03-25,INR
4808.39,Mobile recharge,2023-09-22,INR
808.99,Mobile recharge,2023-10-25,INR
3422.61,Coffee at cafe,2023-06-19,INR
1731.88,Zomato food order,2023-08-07,INR
1255.3,Medical bill,2023-07-29,INR
4214.02,Gym membership,2023-02-19,INR
4025.27,Movie tickets,2023-09-14,INR
2135.37,Medical bill,2023-06-01,INR
2016.79,Electricity bill,2023-08-19,INR
1583.77,Gym membership,2023-04-26,INR
3356.5,Ola cab ride,2023-11-19,INR
1078.89,Clothing shopping,2023-12-14,INR
3476.37,Mobile recharge,2023-12-12,INR
2491.47,Gym membership,2023-12-15,INR
1326.89,Grocery shopping,2023-09-16,INR
374.34,Gym membership,2023-11-18,INR
3806.02,Swiggy food order,2023-06-17,INR
3577.78,Rent payment,2023-11-18,INR
1719.52,Movie tickets,2023-11-23,INR
1090.35,Hotel stay,2023-11-25,INR
669.83,Swiggy food order,2023-09-24,INR
633.19,Mobile recharge,2023-06-22,INR
1943.15,Gym membership,2023-06-18,INR
2076.23,Flight booking,2023-02-14,INR
1609.21,Electricity bill,2023-12-27,INR
4495.79,Clothing shopping,2023-08-05,INR
1068.26,Swiggy food order,2023-05-03,INR
1935.93,Swiggy food order,2023-04-08,INR
547.76,Clothing shopping,2023-09-04,INR
4511.59,Swiggy food order,2023-08-23,INR
313.16,Coffee at cafe,2023-08-08,INR
4822.96,Movie tickets,2023-02-25,INR
4288.8,Hotel stay,2023-04-10,INR
4490.05,Gym membership,2023-04-30,INR
3133.88,Clothing shopping,2023-07-30,INR
2387.8,Electricity bill,2023-08-22,INR
1451.03,Amazon purchase,2023-12-31,INR
1465.88,Clothing shopping,2023-04-15,INR
1460.99,Amazon purchase,2023-01-31,INR
3179.03,Movie tickets,2023-06-16,INR
2107.99,Flight booking,2023-12-25,INR
3665.05,Zomato food order,2023-04-25,INR
571.31,Medical bill,2023-07-26,INR
1210.36,Flight booking,2023-01-04,INR
595.25,Hotel stay,2023-04-03,INR
3546.91,Ola cab ride,2023-01-08,INR
3586.03,Grocery shopping,2023-10-08,INR
4203.99,Rent payment,2023-07-18,INR
2808.96,Electricity bill,2023-10-10,INR
488.71,Ola cab ride,2023-09-25,INR
1037.31,Medical bill,2023-06-15,INR
3956.35,Book purchase,2023-03-17,INR
368.15,Swiggy food order,2023-12-07,INR
2207.58,Clothing shopping,2023-12-26,INR
4137.14,Coffee at cafe,2023-10-14,INR
2197.36,Gym membership,2023-03-27,INR
307.46,Movie tickets,2023-04-20,INR
4113.34,Rent payment,2023-09-22,INR
1046.34,Movie tickets,2023-11-28,INR
1332.69,Hotel stay,2023-07-02,INR
2892.85,Ola cab ride,2023-09-20,INR
2230.17,Gym membership,2023-02-15,INR
3546.3,Swiggy food order,2023-04-17,INR
4711.82,Mobile recharge,2023-12-02,INR
2017.58,Rent payment,2023-06-19,INR
4109.59,Ola cab ride,2023-10-20,INR
1288.98,Mobile recharge,2023-09-22,INR
4115.59,Grocery shopping,2023-11-10,INR
1579.86,Book purchase,2023-04-28,INR
697.72,Electricity bill,2023-05-09,INR
3727.63,Electricity bill,2023-11-09,INR
3878.71,Flight booking,2023-07-30,INR
290.47,Hotel stay,2023-05-16,INR
273.44,Zomato food order,2023-12-12,INR
4614.85,Clothing shopping,2023-10-23,INR
583.51,Movie tickets,2023-05-27,INR
4708.23,Zomato food order,2023-02-21,INR
1952.98,Mobile recharge,2023-02-12,INR
2000.04,Clothing shopping,2023-09-15,INR
3415.74,Clothing shopping,2023-09-03,INR
731.86,Grocery shopping,2023-11-30,INR
2998.41,Book purchase,2023-07-05,INR
4235.69,Hotel stay,2023-04-28,INR
529.55,Ola cab ride,2023-09-04,INR
677.35,Coffee at cafe,2023-05-20,INR
1038.3,Swiggy food order,2023-07-07,INR
2123.36,Flight booking,2023-12-30,INR
511.84,Amazon purchase,2023-12-17,INR
4402.35,Amazon purchase,2023-08-22,INR
3052.86,Movie tickets,2023-05-26,INR
3340.1,Gym membership,2023-04-28,INR
2354.5,Medical bill,2023-11-09,INR
981.33,Amazon purchase,2023-12-18,INR
2594.19,Ola cab ride,2023-03-21,INR
458.87,Ola cab ride,2023-05-20,INR
3701.23,Clothing shopping,2023-10-31,INR
268.31,Grocery shopping,2023-07-06,INR
2292.44,Amazon purchase,2023-11-29,INR
3910.86,Electricity bill,2023-12-10,INR
1988.22,Mobile recharge,2023-05-29,INR
705.79,Swiggy food order,2023-04-29,INR
927.69,Swiggy food order,2023-02-02,INR
483.21,Amazon purchase,2023-02-02,INR
4170.02,Mobile recharge,2023-10-25,INR
748.78,Hotel stay,2023-12-24,INR
3519.14,Gym membership,2023-05-01,INR
4391.87,Zomato food order,2023-11-10,INR
245.44,Electricity bill,2023-07-26,INR
686.24,Gym membership,2023-02-19,INR
4324.04,Amazon purchase,2023-12-08,INR
267.12,Medical bill,2023-07-13,INR
4041.13,Zomato food order,2023-03-11,INR
4230.64,Zomato food order,2023-01-26,INR
3347.34,Zomato food order,2023-05-25,INR
769.08,Grocery shopping,2023-04-28,INR
1108.79,Medical bill,2023-04-20,INR
1135.14,Swiggy food order,2023-06-10,INR
2414.15,Book purchase,2023-09-21,INR
385.78,Ola cab ride,2023-06-11,INR
3504.23,Amazon purchase,2023-01-16,INR
4734.7,Gym membership,2023-05-12,INR
2253.82,Electricity bill,2023-04-18,INR
4778.15,Hotel stay,2023-10-14,INR
3069.24,Electricity bill,2023-06-22,INR
3519.67,Hotel stay,2023-11-30,INR
1958.07,Coffee at cafe,2023-08-02,INR
2303.7,Zomato food order,2023-03-23,INR
2101.14,Amazon purchase,2023-04-03,INR
2676.2,Hotel stay,2023-08-13,INR
2231.96,Book purchase,2023-12-11,INR
2310.47,Gym membership,2023-03-20,INR
4785.23,Amazon purchase,2023-10-13,INR
440.4,Electricity bill,2023-01-23,INR
759.24,Flight booking,2023-11-13,INR
2090.77,Clothing shopping,2023-10-24,INR
4577.91,Amazon purchase,2023-10-21,INR
3247.84,Grocery shopping,2023-12-20,INR
1362.48,Flight booking,2023-02-18,INR
3025.48,Movie tickets,2023-06-03,INR
1929.53,Book purchase,2023-03-24,INR
2771.43,Grocery shopping,2023-11-10,INR
4133.82,Mobile recharge,2023-12-30,INR
3915.54,Flight booking,2023-10-08,INR
1583.55,Swiggy food order,2023-08-09,INR
3102.85,Flight booking,2023-03-23,INR
829.74,Book purchase,2023-11-06,INR
3477.8,Clothing shopping,2023-10-15,INR
725.08,Flight booking,2023-12-08,INR
903.11,Rent payment,2023-01-07,INR
2453.56,Hotel stay,2023-02-16,INR
2371.17,Flight booking,2023-11-12,INR
3023.64,Grocery shopping,2023-03-12,INR
2956.56,Coffee at cafe,2023-05-31,INR
347.52,Ola cab ride,2023-01-03,INR
1711.05,Mobile recharge,2023-12-30,INR
1145.08,Amazon purchase,2023-11-06,INR
3246.16,Flight booking,2023-08-25,INR
723.86,Mobile recharge,2023-02-12,INR
4055.99,Zomato food order,2023-01-17,INR
4765.32,Grocery shopping,2023-02-18,INR
3850.12,Ola cab ride,2023-01-22,INR
296.43,Zomato food order,2023-01-21,INR
4068.98,Book purchase,2023-06-30,INR
2335.42,Book purchase,2023-06-19,INR
1069.43,Movie tickets,2023-07-06,INR
4601.52,Amazon purchase,2023-01-06,INR
2034.28,Clothing shopping,2023-09-04,INR
514.01,Gym membership,2023-10-22,INR
3373.43,Mobile recharge,2023-01-03,INR
4272.65,Ola cab ride,2023-12-05,INR
1238.35,Coffee at cafe,2023-09-10,INR
3891.8,Coffee at cafe,2023-08-09,INR
253.39,Grocery shopping,2023-08-11,INR
2617.99,Book purchase,2023-10-10,INR
4043.1,Zomato food order,2023-09-29,INR
405.79,Mobile recharge,2023-01-29,INR
3976.96,Hotel stay,2023-04-28,INR
3915.38,Movie tickets,2023-02-20,INR
3210.54,Clothing shopping,2023-01-12,INR
2401.27,Electricity bill,2023-10-13,INR
3407.04,Flight booking,2023-01-31,INR
3136.89,Amazon purchase,2023-05-04,INR
4563.32,Rent payment,2023-12-28,INR
2234.69,Amazon purchase,2023-01-08,INR
1840.27,Gym membership,2023-12-27,INR
2041.81,Zomato food order,2023-12-20,INR
1016.75,Hotel stay,2023-05-08,INR
271.94,Flight booking,2023-01-05,INR
3206.8,Book purchase,2023-11-02,INR
4851.57,Movie tickets,2023-05-02,INR
3190.47,Coffee at cafe,2023-02-03,INR
1600.13,Swiggy food order,2023-07-01,INR
2884.36,Zomato food order,2023-10-12,INR
115.91,Grocery shopping,2023-03-24,INR
4275.03,Clothing shopping,2023-12-24,INR
4343.11,Swiggy food order,2023-07-10,INR
2329.55,Movie tickets,2023-04-30,INR
4733.11,Coffee at cafe,2023-10-07,INR
3503.04,Medical bill,2023-03-06,INR
1523.14,Clothing shopping,2023-11-09,INR
4672.75,Clothing shopping,2023-02-20,INR
3763.17,Rent payment,2023-03-18,INR
674.67,Electricity bill,2023-05-31,INR
3093.31,Amazon purchase,2023-08-18,INR
4949.38,Movie tickets,2023-05-18,INR
536.05,Rent payment,2023-08-04,INR
3550.05,Grocery shopping,2023-09-16,INR
3567.47,Swiggy food order,2023-03-25,INR
170.99,Gym membership,2023-06-29,INR
1841.46,Zomato food order,2023-01-31,INR
3680.04,Book purchase,2023-11-18,INR
2719.67,Medical bill,2023-08-24,INR
1366.93,Zomato food order,2023-03-09,INR
3454.97,Mobile recharge,2023-10-01,INR
834.73,Mobile recharge,2023-01-25,INR
3578.87,Gym membership,2023-05-28,INR
3818.24,Medical bill,2023-01-21,INR
561.29,Amazon purchase,2023-01-08,INR
1034.01,Swiggy food order,2023-05-19,INR
1582.63,Grocery shopping,2023-11-27,INR
2227.2,Book purchase,2023-04-26,INR
2197.55,Grocery shopping,2023-04-18,INR
2388.9,Medical bill,2023-04-25,INR
4698.62,Zomato food order,2023-01-07,INR
3742.32,Flight booking,2023-12-16,INR
988.72,Coffee at cafe,2023-11-05,INR
