amount,description,date,currency
3222.55,Swiggy food order,2023-04-29,INR
3483.02,Zomato food order,2023-10-04,INR
4550.25,Flight booking,2023-02-23,INR
4328.37,Grocery shopping,2023-10-17,INR
273.89,Electricity bill,2023-04-10,INR
1529.41,Hotel stay,2023-05-04,INR
683.67,Clothing shopping,2023-09-01,INR
4343.62,Coffee at cafe,2023-07-30,INR
3635.24,Ola cab ride,2023-02-15,INR
2364.4,Grocery shopping,2023-11-21,INR
708.79,Movie tickets,2023-02-13,INR
1908.63,Grocery shopping,2023-07-15,INR
4553.32,Rent payment,2023-07-24,INR
1082.08,Grocery shopping,2023-07-01,INR
1223.24,Grocery shopping,2023-02-15,INR
2657.78,Flight booking,2023-08-12,INR
4455.62,Medical bill,2023-09-30,INR
4852.75,Movie tickets,2023-10-13,INR
2297.88,Zomato food order,2023-04-13,INR
4908.49,Coffee at cafe,2023-07-05,INR
1064.19,Clothing shopping,2023-08-12,INR
4830.62,Grocery shopping,2023-12-31,INR
1111.2,Amazon purchase,2023-11-20,INR
141.11,Mobile recharge,2023-12-08,INR
1617.65,Amazon purchase,2023-11-12,INR
904.14,Gym membership,2023-10-10,INR
1167.02,Grocery shopping,2023-01-16,INR
3564.45,Ola cab ride,2023-07-06,INR
1084.59,Movie tickets,2023-08-25,INR
677.49,Ola cab ride,2023-05-27,INR
2389.39,Mobile recharge,2023-07-27,INR
964.73,Book purchase,2023-06-13,INR
2662.55,Movie tickets,2023-11-07,INR
4512.42,Electricity bill,2023-08-03,INR
4910.89,Mobile recharge,2023-12-02,INR
1908.09,Clothing shopping,2023-07-21,INR
3423.18,Zomato food order,2023-02-17,INR
4738.35,Flight booking,2023-04-25,INR
3776.52,Flight booking,2023-07-18,INR
2190.15,Coffee at cafe,2023-06-18,INR
3907.68,Book purchase,2023-02-28,INR
4515.99,Rent payment,2023-02-28,INR
4560.32,Amazon purchase,2023-05-16,INR
1439.13,Flight booking,2023-06-06,INR
2084.36,Book purchase,2023-03-23,INR
2413.67,Zomato food order,2023-06-07,INR
3089.9,Amazon purchase,2023-08-18,INR
518.58,Swiggy food order,2023-02-11,INR
1596.69,Clothing shopping,2023-12-18,INR
3617.09,Grocery shopping,2023-10-28,INR
3317.99,Amazon purchase,2023-08-20,INR
1099.95,Flight booking,2023-02-27,INR
1899.09,Grocery shopping,2023-07-13,INR
4162.86,Rent payment,2023-08-02,INR
4520.89,Swiggy food order,2023-12-08,INR
3548.81,Zomato food order,2023-12-28,INR
2422.41,Grocery shopping,2023-10-05,INR
3377.91,Ola cab ride,2023-10-19,INR
4180.6,Hotel stay,2023-10-08,INR
2562.35,Mobile recharge,2023-12-22,INR
2311.64,Swiggy food order,2023-09-16,INR
1935.84,Electricity bill,2023-08-12,INR
2709.13,Clothing shopping,2023-10-19,INR
926.23,Movie tickets,2023-12-14,INR
998.53,Electricity bill,2023-02-06,INR
616.64,Mobile recharge,2023-08-18,INR
2028.45,Flight booking,2023-07-30,INR
1860.96,Rent payment,2023-12-31,INR
4168.76,Grocery shopping,2023-03-27,INR
1874.94,Flight booking,2023-03-09,INR
2443.45,Flight booking,2023-05-07,INR
4055.25,Zomato food order,2023-05-23,INR
4558.19,Gym membership,2023-08-09,INR
4302.82,Book purchase,2023-06-19,INR
4731.24,Book purchase,2023-10-08,INR
1618.76,Book purchase,2023-01-15,INR
4922.26,Rent payment,2023-10-08,INR
988.53,Flight booking,2023-05-17,INR
3007.92,Medical bill,2023-06-11,INR
1531.11,Rent payment,2023-11-04,INR
4947.82,Zomato food order,2023-09-10,INR
2611.37,Hotel stay,2023-10-06,INR
3950.76,Gym membership,2023-04-03,INR
2513.46,Zomato food order,2023-08-25,INR
2491.36,Swiggy food order,2023-11-07,INR
1662.5,Clothing shopping,2023-05-15,INR
1642.37,Mobile recharge,2023-11-30,INR
985.91,Amazon purchase,2023-12-16,INR
476.26,Movie tickets,2023-04-17,INR
4547.65,Electricity bill,2023-12-28,INR
2586.27,Flight booking,2023-04-30,INR
4540.01,Zomato food order,2023-04-12,INR
807.66,Rent payment,2023-02-14,INR
985.77,Amazon purchase,2023-11-20,INR
3810.94,Medical bill,2023-04-12,INR
2307.57,Coffee at cafe,2023-07-19,INR
2765.9,Flight booking,2023-09-01,INR
626.63,Electricity bill,2023-02-22,INR
3219.78,Rent payment,2023-11-19,INR
628.12,Gym membership,2023-11-16,INR
2501.74,Amazon purchase,2023-05-13,INR
1977.59,Rent payment,2023-02-16,INR
4525.43,Flight booking,2023-09-23,INR
3480.36,Medical bill,2023-03-07,INR
297.16,Ola cab ride,2023-02-02,INR
3945.4,Ola cab ride,2023-07-10,INR
2802.61,Grocery shopping,2023-04-02,INR
2567.87,Zomato food order,2023-06-27,INR
4303.5,Flight booking,2023-03-25,INR
420.57,Electricity bill,2023-07-22,INR
3021.37,Swiggy food order,2023-03-06,INR
1066.15,Coffee at cafe,2023-11-17,INR
4079.56,Zomato food order,2023-07-18,INR
4443.86,Flight booking,2023-01-29,INR
3525.58,Mobile recharge,2023-03-08,INR
3942.57,Gym membership,2023-08-13,INR
650.5,Swiggy food order,2023-06-15,INR
879.39,Coffee at cafe,2023-10-19,INR
4688.27,Movie tickets,2023-03-25,INR
924.14,Rent payment,2023-06-13,INR
2180.48,Flight booking,2023-07-31,INR
4019.05,Clothing shopping,2023-09-15,INR
903.78,Coffee at cafe,2023-11-17,INR
1990.5,Medical bill,2023-02-25,INR
2004.56,Gym membership,2023-02-02,INR
1789.78,Clothing shopping,2023-05-31,INR
3356.94,Ola cab ride,2023-06-27,INR
2675.04,Clothing shopping,2023-01-07,INR
1785.15,Zomato food order,2023-04-19,INR
2725.25,Swiggy food order,2023-05-07,INR
1405.92,Amazon purchase,2023-12-24,INR
307.51,Hotel stay,2023-04-30,INR
2994.51,Grocery shopping,2023-05-05,INR
1320.89,Medical bill,2023-01-19,INR
3080.07,Book purchase,2023-09-01,INR
3261.78,Rent payment,2023-10-22,INR
2654.78,Coffee at cafe,2023-07-08,INR
245.48,Book purchase,2023-10-22,INR
3617.03,Book purchase,2023-03-17,INR
3239.18,Rent payment,2023-05-21,INR
129.86,Book purchase,2023-09-11,INR
2180.8,Medical bill,2023-10-06,INR
1175.06,Swiggy food order,2023-10-25,INR
1114.96,Clothing shopping,2023-02-26,INR
1712.98,Coffee at cafe,2023-05-27,INR
3384.45,Swiggy food order,2023-09-12,INR
4410.62,Hotel stay,2023-03-01,INR
2357.99,Medical bill,2023-03-14,INR
1791.07,Amazon purchase,2023-12-19,INR
2775.65,Rent payment,2023-04-30,INR
1067.43,Electricity bill,2023-03-28,INR
847.97,Rent payment,2023-05-20,INR
1155.48,Rent payment,2023-12-12,INR
1148.68,Electricity bill,2023-01-23,INR
4221.33,Clothing shopping,2023-06-26,INR
4492.3,Medical bill,2023-07-03,INR
1365.76,Rent payment,2023-01-29,INR
573.92,Movie tickets,2023-02-02,INR
1277.26,Amazon purchase,2023-12-30,INR
1239.3,Medical bill,2023-07-14,INR
4168.52,Gym membership,2023-09-17,INR
621.76,Swiggy food order,2023-10-30,INR
3098.33,Electricity bill,2023-10-10,INR
143.72,Hotel stay,2023-01-02,INR
4724.35,Book purchase,2023-05-13,INR
3131.73,Amazon purchase,2023-04-08,INR
3777.29,Movie tickets,2023-05-30,INR
2689.09,Flight booking,2023-03-26,INR
3254.25,Medical bill,2023-07-12,INR
635.22,Clothing shopping,2023-06-15,INR
2295.4,Hotel stay,2023-05-09,INR
3610.89,Grocery shopping,2023-02-18,INR
1867.33,Zomato food order,2023-05-12,INR
2517.14,Clothing shopping,2023-03-25,INR
3709.32,Swiggy food order,2023-11-09,INR
1055.81,Clothing shopping,2023-03-29,INR
887.5,Clothing shopping,2023-12-09,INR
1185.87,Ola cab ride,2023-11-06,INR
1143.48,Electricity bill,2023-05-21,INR
3421.21,Coffee at cafe,2023-11-26,INR
1877.26,Medical bill,2023-09-18,INR
1810.37,Coffee at cafe,2023-09-30,INR
2683.91,Gym membership,2023-07-14,INR
2064.22,Ola cab ride,2023-04-30,INR
2652.14,Ola cab ride,2023-10-06,INR
2456.92,Grocery shopping,2023-12-15,INR
3106.13,Zomato food order,2023-04-16,INR
512.81,Book purchase,2023-01-12,INR
4371.5,Mobile recharge,2023-11-18,INR
804.46,Mobile recharge,2023-04-07,INR
4951.62,Mobile recharge,2023-12-26,INR
1437.57,Amazon purchase,2023-06-26,INR
4565.49,Grocery shopping,2023-10-09,INR
1594.76,Medical bill,2023-09-27,INR
4512.66,Rent payment,2023-01-19,INR
1946.87,Amazon purchase,2023-06-26,INR
1638.13,Mobile recharge,2023-06-17,INR
254.07,Flight booking,2023-12-12,INR
3820.25,Rent payment,2023-10-05,INR
3735.25,Hotel stay,2023-10-04,INR
196.16,Medical bill,2023-08-26,INR
4190.41,Book purchase,2023-07-23,INR
1342.38,Swiggy food order,2023-08-24,INR
2898.01,Electricity bill,2023-06-02,INR
1199.42,Coffee at cafe,2023-01-29,INR
131.39,Flight booking,2023-11-05,INR
3658.28,Flight booking,2023-10-12,INR
4489.89,Grocery shopping,2023-04-22,INR
2892.85,Swiggy food order,2023-02-18,INR
4288.74,Swiggy food order,2023-04-25,INR
275.58,Gym membership,2023-05-20,INR
1604.0,Clothing shopping,2023-11-03,INR
2124.7,Gym membership,2023-04-10,INR
867.34,Ola cab ride,2023-03-02,INR
3107.01,Swiggy food order,2023-12-09,INR
2729.51,Amazon purchase,2023-02-09,INR
4939.59,Mobile recharge,2023-07-29,INR
1293.55,Ola cab ride,2023-03-20,INR
551.6,Electricity bill,2023-03-01,INR
4587.42,Ola cab ride,2023-02-22,INR
1492.28,Amazon purchase,2023-01-21,INR
4839.44,Zomato food order,2023-10-07,INR
3401.13,Movie tickets,2023-12-11,INR
2040.81,Electricity bill,2023-12-17,INR
4637.58,Ola cab ride,2023-07-12,INR
3253.48,Movie tickets,2023-01-15,INR
2747.49,Grocery shopping,2023-10-02,INR
894.24,Grocery shopping,2023-12-02,INR
1993.92,Swiggy food order,2023-07-26,INR
276.2,Flight booking,2023-11-18,INR
1572.07,Amazon purchase,2023-12-26,INR
3051.44,Flight booking,2023-10-03,INR
313.4,Coffee at cafe,2023-03-02,INR
1660.82,Electricity bill,2023-12-31,INR
4209.0,Movie tickets,2023-12-27,INR
2457.93,Rent payment,2023-04-28,INR
1703.28,Rent payment,2023-12-30,INR
4855.5,Hotel stay,2023-02-04,INR
1291.96,Zomato food order,2023-08-20,INR
4717.23,Amazon purchase,2023-04-03,INR
643.7,Medical bill,2023-11-21,INR
3579.42,Grocery shopping,2023-10-03,INR
2911.89,Flight booking,2023-07-20,INR
1844.98,Ola cab ride,2023-07-02,INR
3423.73,Medical bill,2023-10-01,INR
742.79,Flight booking,2023-11-20,INR
2915.75,Book purchase,2023-12-03,INR
1996.47,Book purchase,2023-03-26,INR
3553.66,Gym membership,2023-11-23,INR
1159.42,Hotel stay,2023-01-10,INR
1365.81,Rent payment,2023-06-21,INR
3154.1,Rent payment,2023-10-06,INR
963.05,Movie tickets,2023-08-11,INR
1089.35,Amazon purchase,2023-03-03,INR
4881.49,Electricity bill,2023-03-03,INR
3147.4,Coffee at cafe,2023-10-20,INR
1584.05,Swiggy food order,2023-07-23,INR
2353.59,Rent payment,2023-06-20,INR
899.6,Medical bill,2023-01-27,INR
3320.96,Gym membership,2023-04-27,INR
2858.91,Electricity bill,2023-08-29,INR
2623.04,Grocery shopping,2023-07-07,INR
1395.86,Grocery shopping,2023-06-24,INR
2955.04,Electricity bill,2023-10-20,INR
1350.88,Book purchase,2023-09-11,INR
815.26,Clothing shopping,2023-12-13,INR
2528.1,Clothing shopping,2023-10-24,INR
2916.61,Rent payment,2023-10-27,INR
3447.36,Coffee at cafe,2023-12-28,INR
4319.22,Book purchase,2023-03-12,INR
2965.87,Grocery shopping,2023-06-23,INR
987.77,Flight booking,2023-09-25,INR
2377.11,Rent payment,2023-01-29,INR
1443.9,Mobile recharge,2023-06-29,INR
4335.02,Zomato food order,2023-10-16,INR
1763.34,Mobile recharge,2023-01-03,INR
2777.93,Hotel stay,2023-02-13,INR
2208.99,Swiggy food order,2023-08-31,INR
590.48,Medical bill,2023-10-11,INR
4857.43,Movie tickets,2023-07-22,INR
2611.55,Electricity bill,2023-06-10,INR
4143.24,Grocery shopping,2023-11-24,INR
3890.7,Gym membership,2023-03-01,INR
2055.07,Book purchase,2023-07-12,INR
4633.8,Ola cab ride,2023-05-27,INR
4022.56,Flight booking,2023-03-25,INR
3504.21,Rent payment,2023-05-07,INR
258.24,Book purchase,2023-09-29,INR
2516.27,Coffee at cafe,2023-08-18,INR
1378.66,Book purchase,2023-08-04,INR
562.99,Mobile recharge,2023-04-09,INR
2947.28,Swiggy food order,2023-02-01,INR
4222.65,Book purchase,2023-12-25,INR
4361.33,Electricity bill,2023-03-21,INR
3272.11,Book purchase,2023-07-22,INR
2517.93,Gym membership,2023-06-26,INR
3493.96,Ola cab ride,2023-09-02,INR
3043.2,Flight booking,2023-09-06,INR
3666.8,Medical bill,2023-04-27,INR
1713.16,Zomato food order,2023-08-01,INR
3444.78,Flight booking,2023-06-10,INR
3188.73,Book purchase,2023-07-09,INR
1710.34,Grocery shopping,2023-04-14,INR
2336.68,Movie tickets,2023-06-25,INR
1621.17,Mobile recharge,2023-03-02,INR
4124.6,Amazon purchase,2023-02-18,INR
1614.59,Electricity bill,2023-10-27,INR
3877.22,Coffee at cafe,2023-12-16,INR
1490.4,Zomato food order,2023-07-10,INR
4382.99,Ola cab ride,2023-09-24,INR
3178.42,Book purchase,2023-07-27,INR
2335.34,Ola cab ride,2023-03-27,INR
4859.79,Grocery shopping,2023-08-28,INR
237.5,Book purchase,2023-05-16,INR
2291.63,Amazon purchase,2023-08-16,INR
4233.55,Ola cab ride,2023-02-16,INR
1939.41,Rent payment,2023-08-26,INR
587.25,Clothing shopping,2023-12-22,INR
114.4,Rent payment,2023-11-22,INR
4363.71,Clothing shopping,2023-11-08,INR
1272.6,Coffee at cafe,2023-10-29,INR
1716.2,Amazon purchase,2023-05-15,INR
1684.86,Gym membership,2023-02-15,INR
2152.34,Rent payment,2023-09-23,INR
3827.74,Ola cab ride,2023-06-30,INR
2466.99,Coffee at cafe,2023-01-01,INR
956.11,Grocery shopping,2023-10-14,INR
2009.32,Mobile recharge,2023-09-09,INR
4469.22,Book purchase,2023-03-16,INR
2629.15,Book purchase,2023-02-23,INR
717.27,Gym membership,2023-06-03,INR
3388.7,Gym membership,2023-04-29,INR
997.6,Flight booking,2023-09-14,INR
194.59,Coffee at cafe,2023-08-09,INR
1933.78,Zomato food order,2023-09-16,INR
4961.4,Clothing shopping,2023-05-01,INR
4114.38,Rent payment,2023-06-30,INR
542.02,Hotel stay,2023-06-09,INR
184.16,Mobile recharge,2023-05-03,INR
3826.34,Movie tickets,2023-07-29,INR
2479.2,Movie tickets,2023-07-01,INR
3154.64,Rent payment,2023-08-07,INR
2673.03,Electricity bill,2023-09-14,INR
2900.48,Hotel stay,2023-05-04,INR
4072.35,Swiggy food order,2023-02-01,INR
1954.4,Electricity bill,2023-07-09,INR
3137.53,Swiggy food order,2023-02-16,INR
1423.37,Gym membership,2023-12-02,INR
1554.3,Hotel stay,2023-10-17,INR
2443.74,Book purchase,2023-08-08,INR
1658.77,Book purchase,2023-09-18,INR
1073.86,Rent payment,2023-12-20,INR
1247.54,Electricity bill,2023-05-20,INR
1228.1,Book purchase,2023-11-05,INR
4055.71,Clothing shopping,2023-05-01,INR
4521.17,Swiggy food order,2023-07-01,INR
4687.89,Rent payment,2023-02-20,INR
4994.39,Movie tickets,2023-07-22,INR
3575.69,Swiggy food order,2023-04-30,INR
3910.79,Coffee at cafe,2023-01-27,INR
583.28,Medical bill,2023-11-15,INR
1861.07,Electricity bill,2023-10-29,INR
2941.07,Mobile recharge,2023-02-07,INR
2942.98,Gym membership,2023-10-19,INR
3946.8,Flight booking,2023-10-01,INR
2846.86,Mobile recharge,2023-01-25,INR
