amount,description,date,currency
2851.51,Mobile recharge,2023-10-07,INR
1416.52,Coffee at cafe,2023-11-15,INR
3718.56,Movie tickets,2023-09-14,INR
3099.82,Flight booking,2023-12-01,INR
2026.34,Medical bill,2023-12-16,INR
1173.03,Hotel stay,2023-01-03,INR
882.19,Ola cab ride,2023-10-11,INR
4222.11,Book purchase,2023-04-29,INR
2454.84,Rent payment,2023-04-28,INR
1807.84,Flight booking,2023-04-04,INR
150.86,Gym membership,2023-12-25,INR
1947.0,Grocery shopping,2023-02-18,INR
452.53,Grocery shopping,2023-08-19,INR
1872.38,Zomato food order,2023-05-29,INR
3655.51,Flight booking,2023-12-19,INR
311.15,Clothing shopping,2023-02-10,INR
2404.91,Electricity bill,2023-12-25,INR
4288.88,Amazon purchase,2023-02-28,INR
1383.65,Clothing shopping,2023-11-16,INR
4379.72,Flight booking,2023-08-30,INR
1129.43,Electricity bill,2023-06-25,INR
1539.63,Medical bill,2023-07-02,INR
2820.52,Coffee at cafe,2023-02-10,INR
3478.73,Clothing shopping,2023-10-22,INR
2141.71,Clothing shopping,2023-03-31,INR
2545.41,Electricity bill,2023-03-25,INR
2521.73,Ola cab ride,2023-11-17,INR
360.62,Grocery shopping,2023-02-25,INR
4073.65,Zomato food order,2023-06-18,INR
1076.46,Hotel stay,2023-04-19,INR
2635.31,Swiggy food order,2023-01-18,INR
4281.58,Clothing shopping,2023-09-09,INR
2318.26,Clothing shopping,2023-12-13,INR
554.08,Grocery shopping,2023-11-27,INR
2883.14,Ola cab ride,2023-05-02,INR
1430.67,Amazon purchase,2023-11-26,INR
4702.83,Movie tickets,2023-02-23,INR
2345.72,Electricity bill,2023-12-06,INR
2245.54,Mobile recharge,2023-08-04,INR
2957.55,Hotel stay,2023-08-28,INR
1668.6,Medical bill,2023-05-17,INR
3669.43,Book purchase,2023-01-08,INR
1047.69,Book purchase,2023-04-26,INR
3334.48,Clothing shopping,2023-05-16,INR
2665.03,Grocery shopping,2023-05-16,INR
3259.63,Rent payment,2023-09-23,INR
1913.35,Rent payment,2023-07-15,INR
277.0,Flight booking,2023-12-19,INR
4011.68,Mobile recharge,2023-06-24,INR
3732.01,Zomato food order,2023-01-16,INR
1802.11,Flight booking,2023-02-24,INR
2386.8,Medical bill,2023-05-13,INR
3442.09,Coffee at cafe,2023-01-24,INR
4593.09,Zomato food order,2023-12-09,INR
269.49,Ola cab ride,2023-03-10,INR
310.49,Amazon purchase,2023-08-08,INR
651.98,Grocery shopping,2023-08-05,INR
2250.69,Grocery shopping,2023-07-15,INR
1580.62,Ola cab ride,2023-04-30,INR
2678.69,Gym membership,2023-06-26,INR
2390.06,Hotel stay,2023-04-18,INR
1953.18,Electricity bill,2023-03-18,INR
4060.69,Ola cab ride,2023-09-09,INR
244.63,Gym membership,2023-02-06,INR
4530.25,Medical bill,2023-10-10,INR
1695.56,Zomato food order,2023-10-03,INR
4643.54,Electricity bill,2023-11-19,INR
1795.19,Movie tickets,2023-02-04,INR
3705.3,Medical bill,2023-07-04,INR
4299.64,Flight booking,2023-03-15,INR
2685.59,Ola cab ride,2023-01-30,INR
1008.57,Grocery shopping,2023-07-30,INR
2704.69,Hotel stay,2023-02-10,INR
3904.75,Movie tickets,2023-04-17,INR
3790.38,Medical bill,2023-02-10,INR
2428.9,Grocery shopping,2023-06-22,INR
1809.47,Gym membership,2023-02-08,INR
1156.43,Grocery shopping,2023-10-04,INR
706.34,Movie tickets,2023-04-14,INR
1275.14,Mobile recharge,2023-07-22,INR
2083.55,Coffee at cafe,2023-09-20,INR
1287.28,Gym membership,2023-12-31,INR
633.17,Hotel stay,2023-02-01,INR
3698.84,Electricity bill,2023-08-19,INR
377.94,Hotel stay,2023-07-18,INR
1177.91,Medical bill,2023-01-29,INR
1956.78,Flight booking,2023-07-28,INR
3008.57,Ola cab ride,2023-02-14,INR
4696.33,Coffee at cafe,2023-10-22,INR
534.67,Hotel stay,2023-10-10,INR
1705.89,Gym membership,2023-08-01,INR
2380.99,Clothing shopping,2023-08-30,INR
1057.67,Zomato food order,2023-05-05,INR
1687.15,Book purchase,2023-07-29,INR
3560.96,Book purchase,2023-10-27,INR
4252.7,Clothing shopping,2023-10-21,INR
3304.15,Medical bill,2023-04-26,INR
1001.06,Amazon purchase,2023-02-26,INR
2464.84,Grocery shopping,2023-06-07,INR
3354.52,Movie tickets,2023-08-12,INR
545.54,Grocery shopping,2023-10-21,INR
3971.38,Medical bill,2023-12-22,INR
3571.79,Medical bill,2023-01-05,INR
634.03,Book purchase,2023-01-15,INR
4106.97,Mobile recharge,2023-08-12,INR
1318.25,Amazon purchase,2023-04-19,INR
1915.95,Mobile recharge,2023-09-23,INR
4026.22,Book purchase,2023-04-23,INR
2147.64,Swiggy food order,2023-05-26,INR
4350.38,Ola cab ride,2023-11-21,INR
2154.18,Ola cab ride,2023-08-29,INR
3932.43,Gym membership,2023-08-07,INR
845.97,Coffee at cafe,2023-04-29,INR
3785.46,Ola cab ride,2023-08-21,INR
4726.49,Ola cab ride,2023-10-27,INR
4298.33,Rent payment,2023-05-12,INR
841.75,Swiggy food order,2023-06-21,INR
2614.54,Electricity bill,2023-06-17,INR
4152.78,Ola cab ride,2023-01-12,INR
4051.73,Movie tickets,2023-10-10,INR
1897.04,Movie tickets,2023-07-06,INR
2311.65,Amazon purchase,2023-09-11,INR
1302.29,Ola cab ride,2023-10-11,INR
2864.09,Clothing shopping,2023-04-11,INR
3566.59,Grocery shopping,2023-06-01,INR
498.07,Gym membership,2023-02-02,INR
1443.5,Amazon purchase,2023-12-30,INR
1516.52,Grocery shopping,2023-02-14,INR
4453.02,Clothing shopping,2023-03-11,INR
3352.55,Zomato food order,2023-02-25,INR
2219.17,Swiggy food order,2023-08-20,INR
4147.93,Coffee at cafe,2023-02-04,INR
3380.15,Gym membership,2023-12-13,INR
1518.53,Gym membership,2023-03-18,INR
3772.36,Mobile recharge,2023-10-19,INR
3737.99,Ola cab ride,2023-04-14,INR
2764.95,Zomato food order,2023-03-08,INR
1849.75,Medical bill,2023-04-20,INR
1316.02,Grocery shopping,2023-04-13,INR
3257.44,Clothing shopping,2023-06-16,INR
3285.42,Grocery shopping,2023-03-14,INR
2259.94,Rent payment,2023-10-01,INR
3230.44,Rent payment,2023-06-19,INR
2458.19,Electricity bill,2023-01-19,INR
1380.93,Movie tickets,2023-12-03,INR
264.85,Ola cab ride,2023-05-15,INR
3700.25,Flight booking,2023-05-13,INR
883.19,Coffee at cafe,2023-01-22,INR
1597.63,Clothing shopping,2023-09-06,INR
183.1,Book purchase,2023-10-30,INR
4009.38,Ola cab ride,2023-10-07,INR
4163.27,Medical bill,2023-09-23,INR
1240.22,Book purchase,2023-02-12,INR
1020.32,Grocery shopping,2023-01-28,INR
3926.08,Swiggy food order,2023-05-14,INR
4131.44,Amazon purchase,2023-11-10,INR
3918.93,Gym membership,2023-08-09,INR
3321.54,Coffee at cafe,2023-11-28,INR
3602.36,Gym membership,2023-01-18,INR
4704.94,Book purchase,2023-10-11,INR
212.11,Medical bill,2023-06-04,INR
2536.91,Gym membership,2023-09-11,INR
655.24,Book purchase,2023-10-06,INR
2209.61,Swiggy food order,2023-08-22,INR
3948.47,Hotel stay,2023-08-18,INR
2923.21,Mobile recharge,2023-09-20,INR
807.55,Grocery shopping,2023-06-18,INR
466.28,Gym membership,2023-02-21,INR
2116.3,Swiggy food order,2023-04-14,INR
770.27,Rent payment,2023-11-14,INR
4215.37,Flight booking,2023-07-17,INR
2583.44,Electricity bill,2023-12-05,INR
856.93,Coffee at cafe,2023-03-26,INR
3415.59,Zomato food order,2023-01-15,INR
2764.4,Hotel stay,2023-04-26,INR
2743.53,Medical bill,2023-12-16,INR
4035.52,Hotel stay,2023-06-13,INR
1059.78,Book purchase,2023-02-16,INR
1386.11,Amazon purchase,2023-09-28,INR
4455.05,Flight booking,2023-11-12,INR
4090.05,Ola cab ride,2023-08-01,INR
2948.81,Zomato food order,2023-05-14,INR
1383.33,Book purchase,2023-10-31,INR
2254.96,Swiggy food order,2023-06-14,INR
3211.09,Ola cab ride,2023-09-30,INR
3238.29,Medical bill,2023-09-20,INR
3081.39,Coffee at cafe,2023-06-19,INR
1134.33,Hotel stay,2023-06-12,INR
385.73,Book purchase,2023-03-27,INR
1542.34,Book purchase,2023-10-13,INR
2814.79,Medical bill,2023-04-02,INR
2002.95,Zomato food order,2023-03-27,INR
1922.12,Zomato food order,2023-06-13,INR
635.1,Book purchase,2023-07-11,INR
4069.91,Grocery shopping,2023-03-16,INR
2714.52,Mobile recharge,2023-12-22,INR
1560.25,Zomato food order,2023-11-22,INR
2364.9,Amazon purchase,2023-11-27,INR
4325.33,Swiggy food order,2023-10-18,INR
2722.74,Amazon purchase,2023-12-08,INR
924.79,Coffee at cafe,2023-04-14,INR
1343.34,Gym membership,2023-01-23,INR
4028.11,Hotel stay,2023-03-21,INR
3939.54,Zomato food order,2023-04-04,INR
3726.06,Movie tickets,2023-08-13,INR
2541.79,Rent payment,2023-07-10,INR
3017.6,Movie tickets,2023-07-08,INR
4214.35,Movie tickets,2023-10-01,INR
2518.09,Rent payment,2023-11-04,INR
3295.98,Book purchase,2023-09-24,INR
3653.01,Book purchase,2023-04-27,INR
3073.46,Flight booking,2023-05-30,INR
449.72,Ola cab ride,2023-03-12,INR
1622.44,Amazon purchase,2023-06-16,INR
3512.42,Medical bill,2023-04-10,INR
416.09,Rent payment,2023-06-19,INR
1739.71,Zomato food order,2023-06-02,INR
615.72,Grocery shopping,2023-03-03,INR
4625.84,Ola cab ride,2023-05-05,INR
4710.6,Movie tickets,2023-02-03,INR
550.8,Mobile recharge,2023-12-18,INR
1283.24,Rent payment,2023-11-21,INR
3223.28,Electricity bill,2023-06-15,INR
4308.42,Amazon purchase,2023-09-29,INR
1502.1,Clothing shopping,2023-10-06,INR
2034.36,Mobile recharge,2023-04-26,INR
3001.89,Mobile recharge,2023-01-09,INR
3806.71,Coffee at cafe,2023-07-27,INR
4027.35,Gym membership,2023-12-05,INR
156.85,Coffee at cafe,2023-06-11,INR
3009.59,Hotel stay,2023-10-16,INR
279.19,Coffee at cafe,2023-04-21,INR
2945.14,Rent payment,2023-11-18,INR
4927.99,Amazon purchase,2023-04-19,INR
3989.61,Gym membership,2023-09-25,INR
828.77,Movie tickets,2023-10-23,INR
1171.76,Flight booking,2023-05-22,INR
575.28,Amazon purchase,2023-04-10,INR
2068.44,Swiggy food order,2023-11-06,INR
1395.5,Book purchase,2023-05-17,INR
398.55,Clothing shopping,2023-09-25,INR
742.84,Clothing shopping,2023-03-03,INR
3726.98,Medical bill,2023-08-10,INR
3053.21,Swiggy food order,2023-06-25,INR
4876.0,Book purchase,2023-05-11,INR
3340.04,Amazon purchase,2023-04-29,INR
1000.0,Amazon purchase,2023-12-24,INR
3608.93,Clothing shopping,2023-09-29,INR
4194.52,Rent payment,2023-09-20,INR
914.6,Mobile recharge,2023-08-09,INR
3119.0,Mobile recharge,2023-06-17,INR
4415.26,Gym membership,2023-03-31,INR
1384.54,Grocery shopping,2023-12-31,INR
803.31,Grocery shopping,2023-06-24,INR
737.41,Ola cab ride,2023-05-21,INR
1468.79,Ola cab ride,2023-09-08,INR
520.65,Mobile recharge,2023-11-11,INR
3880.71,Zomato food order,2023-06-06,INR
423.84,Mobile recharge,2023-03-01,INR
1070.42,Grocery shopping,2023-05-05,INR
2191.52,Flight booking,2023-04-19,INR
4282.21,Clothing shopping,2023-01-25,INR
2906.68,Amazon purchase,2023-07-05,INR
1261.2,Mobile recharge,2023-01-11,INR
3592.69,Grocery shopping,2023-05-18,INR
3058.83,Swiggy food order,2023-07-13,INR
3569.5,Zomato food order,2023-12-11,INR
1435.06,Movie tickets,2023-09-22,INR
2182.78,Flight booking,2023-07-01,INR
2727.07,Swiggy food order,2023-10-03,INR
148.05,Book purchase,2023-08-28,INR
3496.44,Medical bill,2023-03-30,INR
2127.7,Movie tickets,2023-04-18,INR
857.72,Amazon purchase,2023-12-01,INR
302.38,Ola cab ride,2023-03-21,INR
364.94,Book purchase,2023-10-01,INR
2742.9,Ola cab ride,2023-10-09,INR
4783.46,Mobile recharge,2023-09-25,INR
2530.94,Coffee at cafe,2023-12-22,INR
3063.83,Grocery shopping,2023-08-12,INR
2487.19,Medical bill,2023-11-17,INR
4365.71,Amazon purchase,2023-01-25,INR
1473.86,Hotel stay,2023-04-18,INR
1521.22,Electricity bill,2023-12-07,INR
3732.39,Amazon purchase,2023-02-16,INR
335.76,Clothing shopping,2023-11-15,INR
4531.24,Flight booking,2023-04-26,INR
533.04,Grocery shopping,2023-12-21,INR
2716.87,Movie tickets,2023-05-28,INR
4393.26,Swiggy food order,2023-12-02,INR
1503.06,Swiggy food order,2023-11-22,INR
2160.46,Medical bill,2023-06-26,INR
3142.54,Coffee at cafe,2023-05-02,INR
4671.6,Mobile recharge,2023-11-04,INR
2463.59,Amazon purchase,2023-09-14,INR
1193.37,Grocery shopping,2023-07-25,INR
3418.26,Ola cab ride,2023-01-28,INR
3691.98,Grocery shopping,2023-12-22,INR
1285.05,Rent payment,2023-02-07,INR
4288.27,Medical bill,2023-09-10,INR
374.87,Zomato food order,2023-05-05,INR
3838.65,Swiggy food order,2023-12-21,INR
298.0,Grocery shopping,2023-04-06,INR
2559.88,Swiggy food order,2023-05-15,INR
150.2,Clothing shopping,2023-03-11,INR
292.69,Ola cab ride,2023-07-22,INR
3385.38,Swiggy food order,2023-09-28,INR
3978.01,Medical bill,2023-10-04,INR
2122.57,Swiggy food order,2023-01-17,INR
4720.64,Flight booking,2023-05-27,INR
2799.91,Grocery shopping,2023-03-24,INR
4699.09,Swiggy food order,2023-06-18,INR
4354.25,Coffee at cafe,2023-12-29,INR
3401.64,Amazon purchase,2023-12-05,INR
4066.31,Medical bill,2023-08-27,INR
224.21,Amazon purchase,2023-11-10,INR
1538.54,Zomato food order,2023-01-24,INR
4036.24,Ola cab ride,2023-11-09,INR
1051.17,Flight booking,2023-05-26,INR
1251.33,Grocery shopping,2023-01-11,INR
1482.57,Amazon purchase,2023-03-30,INR
1986.86,Swiggy food order,2023-04-02,INR
3120.55,Zomato food order,2023-09-09,INR
101.85,Medical bill,2023-09-12,INR
933.63,Ola cab ride,2023-12-05,INR
1343.21,Amazon purchase,2023-07-12,INR
558.58,Hotel stay,2023-02-22,INR
632.73,Hotel stay,2023-03-16,INR
1680.85,Zomato food order,2023-05-26,INR
4102.61,Coffee at cafe,2023-05-21,INR
3446.67,Coffee at cafe,2023-11-26,INR
2561.04,Movie tickets,2023-08-06,INR
785.87,Zomato food order,2023-09-12,INR
765.52,Movie tickets,2023-12-12,INR
3044.11,Hotel stay,2023-06-22,INR
2359.11,Zomato food order,2023-08-11,INR
3532.11,Movie tickets,2023-10-29,INR
3495.64,Movie tickets,2023-03-09,INR
3921.3,Coffee at cafe,2023-04-02,INR
3285.92,Grocery shopping,2023-11-21,INR
4030.78,Hotel stay,2023-03-31,INR
4904.41,Hotel stay,2023-01-31,INR
219.42,Book purchase,2023-02-23,INR
2393.12,Medical bill,2023-03-29,INR
4451.07,Electricity bill,2023-07-25,INR
4705.98,Flight booking,2023-06-03,INR
2334.47,Electricity bill,2023-08-09,INR
881.59,Clothing shopping,2023-01-30,INR
217.26,Electricity bill,2023-02-18,INR
4119.53,Amazon purchase,2023-05-11,INR
3580.89,Book purchase,2023-12-26,INR
991.23,Electricity bill,2023-04-10,INR
4805.5,Zomato food order,2023-07-03,INR
592.55,Grocery shopping,2023-02-21,INR
4960.03,Movie tickets,2023-03-21,INR
4348.41,Gym membership,2023-11-18,INR
2806.18,Clothing shopping,2023-03-11,INR
1291.74,Amazon purchase,2023-11-05,INR
2543.9,Amazon purchase,2023-12-17,INR
3048.66,Amazon purchase,2023-02-14,INR
2690.78,Rent payment,2023-06-03,INR
4392.57,Rent payment,2023-03-08,INR
2534.44,Electricity bill,2023-12-04,INR
2626.6,Mobile recharge,2023-01-23,INR
1753.47,Mobile recharge,2023-05-19,INR
