amount,description,date,currency
3262.73,Book purchase,2023-05-21,INR
897.61,Amazon purchase,2023-01-05,INR
692.47,Coffee at cafe,2023-01-25,INR
3666.79,Medical bill,2023-10-13,INR
2148.84,Hotel stay,2023-06-17,INR
1293.22,Medical bill,2023-10-21,INR
146.02,Medical bill,2023-11-04,INR
3791.87,Zomato food order,2023-08-14,INR
1599.85,Mobile recharge,2023-12-26,INR
4054.58,Electricity bill,2023-01-12,INR
2237.41,Mobile recharge,2023-05-07,INR
4490.85,Swiggy food order,2023-01-12,INR
4054.21,Hotel stay,2023-07-26,INR
2676.15,Book purchase,2023-04-01,INR
3793.85,Swiggy food order,2023-01-28,INR
3597.81,Ola cab ride,2023-07-28,INR
3197.03,Flight booking,2023-11-15,INR
2750.22,Swiggy food order,2023-08-15,INR
3540.11,Amazon purchase,2023-04-25,INR
4032.94,Book purchase,2023-04-29,INR
784.72,Rent payment,2023-08-27,INR
4617.76,Gym membership,2023-05-21,INR
2447.16,Hotel stay,2023-01-22,INR
1145.27,Hotel stay,2023-12-07,INR
706.38,Clothing shopping,2023-11-12,INR
3385.99,Medical bill,2023-06-11,INR
2979.35,Amazon purchase,2023-02-18,INR
578.24,Zomato food order,2023-10-14,INR
4545.29,Hotel stay,2023-08-08,INR
3757.48,Mobile recharge,2023-08-06,INR
3856.27,Hotel stay,2023-09-22,INR
466.77,Coffee at cafe,2023-11-04,INR
4966.36,Gym membership,2023-09-23,INR
3313.22,Swiggy food order,2023-09-02,INR
4482.77,Electricity bill,2023-12-26,INR
4025.78,Amazon purchase,2023-08-20,INR
4169.69,Zomato food order,2023-01-18,INR
1739.61,Book purchase,2023-06-09,INR
1642.53,Grocery shopping,2023-10-25,INR
2149.67,Ola cab ride,2023-08-03,INR
245.73,Flight booking,2023-08-07,INR
1586.61,Gym membership,2023-06-04,INR
2140.72,Movie tickets,2023-03-31,INR
499.48,Amazon purchase,2023-06-30,INR
4683.86,Grocery shopping,2023-05-15,INR
3636.47,Electricity bill,2023-05-17,INR
1520.24,Hotel stay,2023-07-20,INR
2127.37,Book purchase,2023-05-11,INR
1823.19,Book purchase,2023-07-11,INR
479.45,Ola cab ride,2023-10-09,INR
4668.7,Clothing shopping,2023-12-31,INR
4825.47,Book purchase,2023-02-05,INR
4180.08,Book purchase,2023-06-21,INR
4725.97,Book purchase,2023-09-03,INR
2777.39,Movie tickets,2023-10-20,INR
3203.72,Swiggy food order,2023-06-28,INR
2534.68,Mobile recharge,2023-05-19,INR
1568.95,Movie tickets,2023-10-26,INR
3998.18,Ola cab ride,2023-03-17,INR
909.0,Rent payment,2023-07-22,INR
4844.92,Electricity bill,2023-10-02,INR
728.13,Swiggy food order,2023-04-05,INR
1448.93,Electricity bill,2023-01-05,INR
3921.92,Zomato food order,2023-06-21,INR
2147.28,Coffee at cafe,2023-07-28,INR
4620.16,Zomato food order,2023-12-10,INR
3739.47,Rent payment,2023-11-24,INR
1247.18,Clothing shopping,2023-05-13,INR
2962.43,Movie tickets,2023-01-22,INR
2515.19,Amazon purchase,2023-10-22,INR
1813.38,Grocery shopping,2023-05-19,INR
1088.91,Electricity bill,2023-01-21,INR
1093.36,Swiggy food order,2023-06-01,INR
1299.05,Electricity bill,2023-04-30,INR
4311.52,Swiggy food order,2023-07-01,INR
435.11,Hotel stay,2023-02-22,INR
1716.32,Medical bill,2023-08-22,INR
4351.34,Coffee at cafe,2023-12-22,INR
2959.67,Electricity bill,2023-05-14,INR
289.64,Medical bill,2023-03-03,INR
197.22,Amazon purchase,2023-02-05,INR
1958.94,Gym membership,2023-02-21,INR
669.52,Gym membership,2023-03-20,INR
405.63,Book purchase,2023-08-30,INR
3776.1,Gym membership,2023-01-24,INR
1812.15,Zomato food order,2023-05-06,INR
3414.07,Zomato food order,2023-01-13,INR
3927.03,Coffee at cafe,2023-04-06,INR
3170.28,Mobile recharge,2023-02-08,INR
3653.59,Grocery shopping,2023-09-08,INR
656.17,Book purchase,2023-02-06,INR
592.18,Movie tickets,2023-06-06,INR
4264.17,Zomato food order,2023-07-19,INR
3367.79,Book purchase,2023-02-19,INR
3558.37,Hotel stay,2023-04-12,INR
3988.8,Medical bill,2023-05-18,INR
4396.03,Movie tickets,2023-12-23,INR
1471.95,Amazon purchase,2023-07-26,INR
637.33,Movie tickets,2023-06-16,INR
706.46,Clothing shopping,2023-09-17,INR
1425.35,Mobile recharge,2023-01-26,INR
1660.29,Rent payment,2023-09-22,INR
1035.22,Rent payment,2023-06-01,INR
223.98,Rent payment,2023-11-18,INR
1175.13,Amazon purchase,2023-06-24,INR
353.22,Mobile recharge,2023-05-28,INR
192.76,Gym membership,2023-02-01,INR
3213.61,Clothing shopping,2023-07-30,INR
470.1,Zomato food order,2023-05-15,INR
3514.34,Hotel stay,2023-09-21,INR
3390.15,Clothing shopping,2023-12-11,INR
880.47,Flight booking,2023-12-24,INR
4620.76,Clothing shopping,2023-02-15,INR
1512.68,Rent payment,2023-06-10,INR
4737.03,Coffee at cafe,2023-08-04,INR
4665.38,Flight booking,2023-12-01,INR
530.73,Zomato food order,2023-04-19,INR
1164.11,Clothing shopping,2023-01-06,INR
3924.12,Rent payment,2023-08-25,INR
4725.73,Swiggy food order,2023-02-05,INR
2916.63,Electricity bill,2023-03-27,INR
4951.19,Medical bill,2023-08-15,INR
3256.85,Grocery shopping,2023-01-08,INR
1272.47,Flight booking,2023-11-17,INR
3845.11,Hotel stay,2023-04-05,INR
1124.22,Gym membership,2023-11-17,INR
2154.08,Swiggy food order,2023-11-10,INR
1600.37,Clothing shopping,2023-12-13,INR
1428.02,Grocery shopping,2023-05-30,INR
4603.8,Hotel stay,2023-12-29,INR
3407.21,Mobile recharge,2023-04-24,INR
4504.01,Coffee at cafe,2023-01-03,INR
4086.44,Book purchase,2023-11-26,INR
4466.53,Swiggy food order,2023-09-13,INR
2803.97,Grocery shopping,2023-12-16,INR
2601.81,Rent payment,2023-12-05,INR
848.33,Medical bill,2023-09-19,INR
3011.5,Medical bill,2023-07-11,INR
721.0,Zomato food order,2023-05-28,INR
4331.61,Mobile recharge,2023-10-24,INR
2909.02,Gym membership,2023-09-09,INR
4408.49,Hotel stay,2023-04-26,INR
3419.15,Grocery shopping,2023-12-23,INR
2800.27,Book purchase,2023-07-10,INR
3735.32,Ola cab ride,2023-10-27,INR
2046.09,Clothing shopping,2023-08-08,INR
4864.33,Swiggy food order,2023-10-14,INR
2937.83,Zomato food order,2023-09-18,INR
2848.26,Mobile recharge,2023-09-03,INR
1695.45,Book purchase,2023-11-17,INR
1878.09,Amazon purchase,2023-05-15,INR
4226.27,Coffee at cafe,2023-02-04,INR
412.49,Grocery shopping,2023-01-27,INR
2796.7,Movie tickets,2023-07-01,INR
1689.93,Flight booking,2023-06-28,INR
1754.88,Mobile recharge,2023-07-31,INR
1684.91,Medical bill,2023-01-24,INR
1939.49,Electricity bill,2023-08-16,INR
2004.59,Mobile recharge,2023-12-10,INR
1923.99,Swiggy food order,2023-03-20,INR
2460.24,Hotel stay,2023-07-13,INR
3509.79,Book purchase,2023-11-30,INR
1388.89,Amazon purchase,2023-10-15,INR
2228.06,Book purchase,2023-02-11,INR
3878.96,Clothing shopping,2023-11-16,INR
156.83,Mobile recharge,2023-11-22,INR
4055.38,Clothing shopping,2023-05-31,INR
2622.58,Gym membership,2023-10-31,INR
3910.2,Gym membership,2023-11-09,INR
872.47,Medical bill,2023-05-31,INR
1944.44,Coffee at cafe,2023-08-02,INR
290.89,Medical bill,2023-09-06,INR
4231.29,Ola cab ride,2023-02-12,INR
2501.05,Electricity bill,2023-02-18,INR
3938.91,Grocery shopping,2023-05-22,INR
4395.88,Movie tickets,2023-01-13,INR
1278.16,Electricity bill,2023-01-04,INR
1160.05,Movie tickets,2023-09-10,INR
1760.11,Movie tickets,2023-04-19,INR
1649.1,Gym membership,2023-11-01,INR
2401.74,Clothing shopping,2023-08-09,INR
1835.96,Book purchase,2023-04-01,INR
500.92,Amazon purchase,2023-05-31,INR
4816.02,Grocery shopping,2023-11-27,INR
1230.99,Ola cab ride,2023-04-12,INR
3804.97,Zomato food order,2023-05-04,INR
4966.81,Ola cab ride,2023-01-15,INR
4555.0,Movie tickets,2023-11-16,INR
3147.84,Coffee at cafe,2023-05-21,INR
2875.82,Clothing shopping,2023-11-13,INR
3505.14,Hotel stay,2023-05-19,INR
4849.11,Clothing shopping,2023-05-23,INR
4779.61,Ola cab ride,2023-04-22,INR
1788.05,Movie tickets,2023-07-21,INR
963.85,Grocery shopping,2023-03-25,INR
1743.21,Flight booking,2023-05-04,INR
3547.9,Electricity bill,2023-03-01,INR
3591.34,Amazon purchase,2023-05-28,INR
1469.79,Grocery shopping,2023-06-15,INR
454.68,Flight booking,2023-09-15,INR
282.1,Ola cab ride,2023-05-31,INR
4461.55,Hotel stay,2023-05-06,INR
2433.03,Grocery shopping,2023-10-04,INR
251.04,Mobile recharge,2023-07-12,INR
289.77,Swiggy food order,2023-12-10,INR
3854.84,Hotel stay,2023-01-28,INR
715.54,Electricity bill,2023-08-19,INR
4449.58,Electricity bill,2023-05-09,INR
4035.58,Coffee at cafe,2023-09-10,INR
144.65,Medical bill,2023-03-21,INR
3297.83,Gym membership,2023-10-12,INR
3002.81,Clothing shopping,2023-03-02,INR
2456.21,Rent payment,2023-05-22,INR
1710.43,Clothing shopping,2023-01-15,INR
2672.14,Clothing shopping,2023-11-26,INR
4057.82,Electricity bill,2023-06-07,INR
1192.28,Amazon purchase,2023-03-15,INR
3818.51,Gym membership,2023-11-16,INR
2724.42,Zomato food order,2023-11-22,INR
4681.6,Electricity bill,2023-06-17,INR
4074.35,Amazon purchase,2023-07-03,INR
3491.56,Amazon purchase,2023-07-22,INR
1575.48,Zomato food order,2023-03-15,INR
1929.1,Swiggy food order,2023-08-12,INR
4885.86,Grocery shopping,2023-01-29,INR
2514.75,Gym membership,2023-05-21,INR
4487.68,Rent payment,2023-07-12,INR
3677.76,Flight booking,2023-08-29,INR
1722.75,Amazon purchase,2023-07-29,INR
566.87,Grocery shopping,2023-03-25,INR
348.34,Flight booking,2023-04-21,INR
4698.01,Grocery shopping,2023-04-09,INR
1495.12,Swiggy food order,2023-11-04,INR
4226.67,Flight booking,2023-09-01,INR
2036.74,Movie tickets,2023-05-01,INR
366.32,Ola cab ride,2023-06-30,INR
626.51,Clothing shopping,2023-03-26,INR
411.95,Clothing shopping,2023-02-10,INR
4500.17,Hotel stay,2023-08-28,INR
4287.23,Grocery shopping,2023-07-14,INR
2518.11,Mobile recharge,2023-04-26,INR
4106.23,Mobile recharge,2023-04-20,INR
1375.35,Mobile recharge,2023-06-01,INR
958.8,Book purchase,2023-04-22,INR
1009.2,Ola cab ride,2023-12-30,INR
1117.65,Electricity bill,2023-01-25,INR
4261.89,Mobile recharge,2023-12-08,INR
4657.56,Rent payment,2023-01-21,INR
3940.29,Ola cab ride,2023-01-13,INR
203.22,Hotel stay,2023-02-24,INR
3463.72,Coffee at cafe,2023-03-11,INR
258.06,Electricity bill,2023-12-01,INR
4487.79,Zomato food order,2023-04-10,INR
2722.06,Flight booking,2023-05-15,INR
4905.88,Swiggy food order,2023-04-22,INR
3398.84,Flight booking,2023-04-12,INR
1029.22,Amazon purchase,2023-11-23,INR
1002.24,Book purchase,2023-09-23,INR
740.34,Book purchase,2023-02-22,INR
3503.57,Amazon purchase,2023-02-13,INR
2773.22,Electricity bill,2023-04-09,INR
1281.14,Mobile recharge,2023-11-07,INR
2551.09,Coffee at cafe,2023-04-29,INR
3303.0,Book purchase,2023-08-15,INR
2681.24,Electricity bill,2023-11-24,INR
1029.6,Medical bill,2023-02-14,INR
1553.14,Coffee at cafe,2023-09-07,INR
2827.51,Gym membership,2023-03-01,INR
2857.57,Zomato food order,2023-02-11,INR
3668.28,Zomato food order,2023-01-05,INR
1319.88,Coffee at cafe,2023-01-13,INR
1009.55,Electricity bill,2023-02-13,INR
4566.93,Electricity bill,2023-12-26,INR
1641.78,Zomato food order,2023-02-06,INR
431.88,Swiggy food order,2023-05-21,INR
4795.52,Swiggy food order,2023-05-15,INR
1603.95,Swiggy food order,2023-11-16,INR
1411.38,Coffee at cafe,2023-09-17,INR
2896.13,Medical bill,2023-11-07,INR
1161.88,Mobile recharge,2023-06-14,INR
4819.03,Rent payment,2023-04-22,INR
4098.84,Ola cab ride,2023-03-30,INR
1771.26,Grocery shopping,2023-12-08,INR
1589.36,Book purchase,2023-11-27,INR
1996.39,Electricity bill,2023-04-25,INR
4585.87,Clothing shopping,2023-08-13,INR
1013.75,Book purchase,2023-04-17,INR
2431.01,Hotel stay,2023-12-12,INR
2644.51,Hotel stay,2023-03-28,INR
4767.03,Hotel stay,2023-12-12,INR
1747.54,Flight booking,2023-11-17,INR
1119.54,Ola cab ride,2023-04-05,INR
2779.1,Movie tickets,2023-10-01,INR
4758.02,Electricity bill,2023-01-20,INR
4496.76,Clothing shopping,2023-10-21,INR
869.07,Coffee at cafe,2023-08-02,INR
1505.35,Electricity bill,2023-05-01,INR
554.28,Electricity bill,2023-11-10,INR
452.82,Gym membership,2023-07-14,INR
3267.87,Swiggy food order,2023-08-09,INR
163.31,Gym membership,2023-06-05,INR
232.26,Hotel stay,2023-12-21,INR
2825.61,Rent payment,2023-08-02,INR
1090.46,Swiggy food order,2023-01-02,INR
4858.54,Hotel stay,2023-07-05,INR
1510.54,Medical bill,2023-02-05,INR
503.4,Coffee at cafe,2023-08-22,INR
2159.76,Hotel stay,2023-06-08,INR
1134.8,Amazon purchase,2023-03-31,INR
963.73,Movie tickets,2023-04-25,INR
4230.31,Electricity bill,2023-03-22,INR
2454.18,Electricity bill,2023-05-20,INR
377.25,Zomato food order,2023-11-17,INR
4211.29,Flight booking,2023-07-27,INR
1475.24,Electricity bill,2023-07-24,INR
2381.15,Swiggy food order,2023-12-14,INR
2830.44,Mobile recharge,2023-05-17,INR
3996.17,Amazon purchase,2023-11-16,INR
2088.45,Electricity bill,2023-03-30,INR
2167.29,Grocery shopping,2023-04-01,INR
4455.33,Hotel stay,2023-05-13,INR
4903.33,Electricity bill,2023-11-18,INR
991.32,Amazon purchase,2023-08-30,INR
4420.13,Hotel stay,2023-07-02,INR
1228.6,Hotel stay,2023-03-22,INR
3264.08,Movie tickets,2023-05-28,INR
1492.16,Rent payment,2023-08-02,INR
153.64,Coffee at cafe,2023-04-20,INR
3857.86,Ola cab ride,2023-02-12,INR
413.68,Medical bill,2023-07-10,INR
2276.93,Medical bill,2023-09-10,INR
4303.1,Clothing shopping,2023-11-21,INR
4220.39,Book purchase,2023-11-18,INR
4586.24,Clothing shopping,2023-01-11,INR
776.58,Grocery shopping,2023-09-04,INR
680.75,Clothing shopping,2023-06-14,INR
1521.76,Zomato food order,2023-07-16,INR
3984.0,Zomato food order,2023-03-10,INR
4191.87,Gym membership,2023-09-25,INR
529.59,Zomato food order,2023-07-31,INR
1641.78,Mobile recharge,2023-02-25,INR
3688.88,Rent payment,2023-10-27,INR
4526.91,Rent payment,2023-08-12,INR
1802.86,Medical bill,2023-06-24,INR
4101.2,Movie tickets,2023-09-04,INR
2266.03,Mobile recharge,2023-01-20,INR
4692.94,Gym membership,2023-01-01,INR
390.52,Ola cab ride,2023-12-16,INR
1346.63,Zomato food order,2023-01-13,INR
2367.02,Grocery shopping,2023-01-15,INR
3652.37,Ola cab ride,2023-03-18,INR
431.12,Gym membership,2023-06-01,INR
4573.99,Grocery shopping,2023-01-23,INR
1029.36,Gym membership,2023-12-01,INR
1714.05,Coffee at cafe,2023-01-16,INR
294.05,Book purchase,2023-08-07,INR
3054.39,Electricity bill,2023-10-13,INR
2279.76,Coffee at cafe,2023-06-27,INR
4471.72,Amazon purchase,2023-08-12,INR
1747.54,Rent payment,2023-01-10,INR
1412.21,Hotel stay,2023-12-25,INR
2804.51,Rent payment,2023-11-23,INR
3658.53,Clothing shopping,2023-02-24,INR
4347.25,Zomato food order,2023-06-29,INR
1375.4,Movie tickets,2023-01-16,INR
2245.08,Swiggy food order,2023-04-14,INR
